line_a,line_b,overlap,kmer,k,section
magur[barge]n,ma[ship]n_x-ga[na]na,0,ma,2,NA
ma[ship]n_x-ga[na]na,ma[ship]n_x[na]na,2,ship,4,40
ma[ship]n_x[na]na,maʾu[barge]n,0,ma,2,NA
maʾu[barge]n,madala[bundle]n,0,ma,2,NA
madala[bundle]n,ma[ship]n_šukud[fisherman]n,0,ma,2,NA
ma[ship]n_šukud[fisherman]n,ma[ship]n_peš[thick]v/i,2,ship,4,41
ma[ship]n_peš[thick]v/i,ma[ship]n_šu[hand]n_gi[turn]v/i,2,ship,4,41
ma[ship]n_šu[hand]n_gi[turn]v/i,ma[ship]n_x-lagab[na]na,2,ship,4,41
ma[ship]n_x-lagab[na]na,ma[ship]n_mari[1]sn,2,ship,4,41
ma[ship]n_mari[1]sn,ma[ship]n_su[sink]v/t,2,ship,4,41
ma[ship]n_su[sink]v/t,ma[ship]n_dim[post]n_dug[speak]v/t,2,ship,4,41
ma[ship]n_dim[post]n_dug[speak]v/t,ma[ship]n_ne[na]na,2,ship,4,41
ma[ship]n_ne[na]na,ma[ship]n_du[spread]v/t,2,ship,4,41
ma[ship]n_du[spread]v/t,ma[ship]n_ŋeš[sixty]nu_gur[unit]n,2,ship,4,41
ma[ship]n_ŋeš[sixty]nu_gur[unit]n,ma[ship]n_ninnu[fifty]nu_gur[unit]n,4,ship,4,41
ma[ship]n_ninnu[fifty]nu_gur[unit]n,ma[ship]n_nimin[forty]nu_gur[unit]n,4,ship,4,41
ma[ship]n_nimin[forty]nu_gur[unit]n,ma[ship]n_ušu[thirty]nu_gur[unit]n,4,ship,4,41
ma[ship]n_ušu[thirty]nu_gur[unit]n,ma[ship]n_niš[twenty]nu_gur[unit]n,4,ship,4,41
ma[ship]n_niš[twenty]nu_gur[unit]n,ma[ship]n_15[na]na_gur[unit]n,4,ship,4,41
ma[ship]n_15[na]na_gur[unit]n,ma[ship]n_u[ten]nu_gur[unit]n,4,ship,4,41
ma[ship]n_u[ten]nu_gur[unit]n,ma[ship]n_ya[five]nu_gur[unit]n,4,ship,4,41
ma[ship]n_ya[five]nu_gur[unit]n,ma[ship]n_tur[small]v/i,2,ship,4,41
ma[ship]n_tur[small]v/i,maʾana[1]on,0,ma,2,NA
maʾana[1]on,maʾašte[1]on,1,maʾa,4,42
maʾašte[1]on,magur[barge]n_ninlil[1]dn,1,ma,2,42
magur[barge]n_ninlil[1]dn,magur[barge]n_damu[1]dn,3,barge,5,42
magur[barge]n_damu[1]dn,makarnuntaʾea[1]on,1,ma,2,42
makarnuntaʾea[1]on,madurahabzu[1]on,1,ma,2,42
madurahabzu[1]on,manuri[1]on,1,ma,2,42
manuri[1]on,manuri[1]on_banda[junior]v/i,2,manuri,6,42
manuri[1]on_banda[junior]v/i,ma[ship]n_ud[na]na_nurum[light]n,0,nur,3,42
ma[ship]n_ud[na]na_nurum[light]n,magurnubzu[1]on,0,ma,2,NA
magurnubzu[1]on,ma[ship]n_dilmun[1]gn,1,ma,2,43
ma[ship]n_dilmun[1]gn,u[planking]n_ma[ship]n,2,ship,4,43
u[planking]n_ma[ship]n,ema[cabin]n,0,in,2,NA
ema[cabin]n,si[horn]n_ma[ship]n,0,ma,2,NA
si[horn]n_ma[ship]n,anše[equid]n_ma[ship]n,2,ship,4,44
anše[equid]n_ma[ship]n,dim[post]n_ma[ship]n,2,ship,4,44
dim[post]n_ma[ship]n,dib[board]n_ma[ship]n,2,ship,4,44
dib[board]n_ma[ship]n,saŋ[head]n_ma[ship]n,2,ship,4,44
saŋ[head]n_ma[ship]n,u[ride]v/t_zipah[unit]n_ma[ship]n,2,ship,4,44
u[ride]v/t_zipah[unit]n_ma[ship]n,egir[back]n_ma[ship]n,2,ship,4,44
egir[back]n_ma[ship]n,pešeš[~boat]n_ma[ship]n,2,ship,4,44
pešeš[~boat]n_ma[ship]n,maʾaddir[ferryboat]n,0,boat,4,44
maʾaddir[ferryboat]n,ma[ship]n_lugal[king]n,0,ma,2,NA
ma[ship]n_lugal[king]n,madu[~boat]n,0,ma,2,NA
madu[~boat]n,zag[side]n_madu[~boat]n,2,boat,4,45
zag[side]n_madu[~boat]n,{ŋeš}ŋir₂[na]na_madu[~boat]n,2,boat,4,45
{ŋeš}ŋir₂[na]na_madu[~boat]n,{ŋeš}peš[na]na_madu[~boat]n,2,{ŋeš},5,45
{ŋeš}peš[na]na_madu[~boat]n,{ŋeš}uš₂[na]na_madu[~boat]n,2,{ŋeš},5,45
{ŋeš}uš₂[na]na_madu[~boat]n,targul[pole]n,0,o,1,NA
targul[pole]n,anta[upper]v/t_targul[pole]n,2,targul,6,46
anta[upper]v/t_targul[pole]n,zigan[rudder]n,0,er,2,NA
zigan[rudder]n,dilim[spoon]n_zigan[rudder]n,2,rudder,6,47
dilim[spoon]n_zigan[rudder]n,{ŋeš}sig[na]na_zigan[rudder]n,2,rudder,6,47
{ŋeš}sig[na]na_zigan[rudder]n,antibal[sign]n,0,an,2,NA
antibal[sign]n,zinhur[~ship]n,0,s,1,NA
zinhur[~ship]n,gag[nail]n,0,i,1,NA
gag[nail]n,ir[peg]n,0,NA,0,NA
ir[peg]n,eškiri[rope]n,0,pe,2,NA
eškiri[rope]n,gag[nail]n_eškiri[rope]n,2,eškiri,6,48
gag[nail]n_eškiri[rope]n,šibir[staff]n,0,ir,2,NA
šibir[staff]n,gag[nail]n_šibir[staff]n,2,staff,5,49
gag[nail]n_šibir[staff]n,gabar[herder]n,0,ga,2,NA
gabar[herder]n,gigir[chariot]n,0,h,1,NA
gigir[chariot]n,e[house]n_gigir[chariot]n,2,chariot,7,50
e[house]n_gigir[chariot]n,e[house]n_usan[whip]n_gigir[chariot]n,4,chariot,7,50
e[house]n_usan[whip]n_gigir[chariot]n,{ŋeš}sum-ki-a[na]na_gigir[chariot]n,2,chariot,7,50
{ŋeš}sum-ki-a[na]na_gigir[chariot]n,kun[tail]n_gigir[chariot]n,2,chariot,7,50
kun[tail]n_gigir[chariot]n,gul[~chariot]n_gigir[chariot]n,2,chariot,7,50
gul[~chariot]n_gigir[chariot]n,{ŋeš}x[na]na_kindu[earth]n_gigir[chariot]n,3,chariot,7,50
{ŋeš}x[na]na_kindu[earth]n_gigir[chariot]n,sahargi[dust-guard]n_gigir[chariot]n,2,chariot,7,50
sahargi[dust-guard]n_gigir[chariot]n,sudin[~chariot]n_gigir[chariot]n,2,chariot,7,50
sudin[~chariot]n_gigir[chariot]n,sulummar[rope]n_gigir[chariot]n,3,chariot,7,50
sulummar[rope]n_gigir[chariot]n,saŋkul[bolt]n_gigir[chariot]n,2,chariot,7,50
saŋkul[bolt]n_gigir[chariot]n,saŋdur[seat]n_gigir[chariot]n,2,chariot,7,50
saŋdur[seat]n_gigir[chariot]n,ŋirigub[footstool]n_gigir[chariot]n,2,chariot,7,50
ŋirigub[footstool]n_gigir[chariot]n,mud[tube]n_gigir[chariot]n,2,chariot,7,50
mud[tube]n_gigir[chariot]n,gag[nail]n_mud[tube]n_gigir[chariot]n,4,chariot,7,50
gag[nail]n_mud[tube]n_gigir[chariot]n,šudul[yoke]n_gigir[chariot]n,2,chariot,7,50
šudul[yoke]n_gigir[chariot]n,gag[nail]n_šudul[yoke]n_gigir[chariot]n,4,chariot,7,50
gag[nail]n_šudul[yoke]n_gigir[chariot]n,umbin[wheel]n_gigir[chariot]n,2,chariot,7,50
umbin[wheel]n_gigir[chariot]n,gag[nail]n_umbin[wheel]n_gigir[chariot]n,4,chariot,7,50
gag[nail]n_umbin[wheel]n_gigir[chariot]n,si[horn]n_gigir[chariot]n,2,chariot,7,50
si[horn]n_gigir[chariot]n,gaba[chest]n_gigir[chariot]n,2,chariot,7,50
gaba[chest]n_gigir[chariot]n,gabaŋal[guard]n_gigir[chariot]n,2,chariot,7,50
gabaŋal[guard]n_gigir[chariot]n,usan[whip]n,0,h,1,NA
usan[whip]n,usan[whip]n,2,whip,4,51
usan[whip]n,eme[tongue]n_usan[whip]n,2,whip,4,51
eme[tongue]n_usan[whip]n,{ŋeš}ama[na]na_usan[whip]n,2,whip,4,51
{ŋeš}ama[na]na_usan[whip]n,gagsila[harness]n,0,h,1,NA
gagsila[harness]n,zara[pivot]n_gagsila[harness]n,2,harness,7,52
zara[pivot]n_gagsila[harness]n,umbin[wheel]n_gagsila[harness]n,2,harness,7,52
umbin[wheel]n_gagsila[harness]n,{ŋeš}x[na]na_gagsila[harness]n,2,harness,7,52
{ŋeš}x[na]na_gagsila[harness]n,dub.du₃[~vehicle]n_ŋar[place]v/t,0,e,1,NA
dub.du₃[~vehicle]n_ŋar[place]v/t,dub.du₃[~vehicle]n_bar[outside]v/t,2,vehicle,7,53
dub.du₃[~vehicle]n_bar[outside]v/t,dub.du₃[~vehicle]n_šag[heart]n,2,vehicle,7,53
dub.du₃[~vehicle]n_šag[heart]n,margida[cart]n,0,art,3,53
margida[cart]n,margida[cart]n,2,margida,7,53
margida[cart]n,guza[chair]n_margida[cart]n,2,margida,7,53
guza[chair]n_margida[cart]n,zara[pivot]n_margida[cart]n,2,margida,7,53
zara[pivot]n_margida[cart]n,gag[nail]n_zara[pivot]n_margida[cart]n,4,margida,7,53
gag[nail]n_zara[pivot]n_margida[cart]n,saŋkul[bolt]n_margida[cart]n,2,margida,7,53
saŋkul[bolt]n_margida[cart]n,saŋdur[seat]n_margida[cart]n,2,margida,7,53
saŋdur[seat]n_margida[cart]n,ŋirigub[footstool]n_margida[cart]n,2,margida,7,53
ŋirigub[footstool]n_margida[cart]n,mud[stump]n_margida[cart]n,2,margida,7,53
mud[stump]n_margida[cart]n,gag[nail]n_mud[tube]n_margida[cart]n,3,margida,7,53
gag[nail]n_mud[tube]n_margida[cart]n,šudul[yoke]n_margida[cart]n,2,margida,7,53
šudul[yoke]n_margida[cart]n,gag[nail]n_šudul[yoke]n_margida[cart]n,4,margida,7,53
gag[nail]n_šudul[yoke]n_margida[cart]n,umbin[wheel]n_margida[cart]n,2,margida,7,53
umbin[wheel]n_margida[cart]n,gag[nail]n_umbin[wheel]n_margida[cart]n,4,margida,7,53
gag[nail]n_umbin[wheel]n_margida[cart]n,usakar[moon]n_margida[cart]n,2,margida,7,53
usakar[moon]n_margida[cart]n,gag[nail]n_usakar[moon]n_margida[cart]n,4,margida,7,53
gag[nail]n_usakar[moon]n_margida[cart]n,manhara[vessel]n_margida[cart]n,2,margida,7,53
manhara[vessel]n_margida[cart]n,endur[navel?]n_margida[cart]n,2,margida,7,53
endur[navel?]n_margida[cart]n,ig[door]n,0,r,1,NA
ig[door]n,ig[door]n_gal[big]v/i,2,door,4,54
ig[door]n_gal[big]v/i,ig[door]n_i[oil]n,2,door,4,54
ig[door]n_i[oil]n,ig[door]n_i[oil]n_šeš[anoint]v/t,4,door,4,54
ig[door]n_i[oil]n_šeš[anoint]v/t,ig[door]n_leʾum[board]n,2,door,4,54
ig[door]n_leʾum[board]n,ig[door]n_dib[board]n,3,board,5,54
ig[door]n_dib[board]n,ig[door]n_sah[mat]n,2,door,4,54
ig[door]n_sah[mat]n,ig[door]n_papah[cella]n,2,door,4,54
ig[door]n_papah[cella]n,ig[door]n_ba-šag₄-ga[na]na,2,door,4,54
ig[door]n_ba-šag₄-ga[na]na,ig[door]n_maštab[twin]n,2,door,4,54
ig[door]n_maštab[twin]n,ig[door]n_uma[triumph]n,2,door,4,54
ig[door]n_uma[triumph]n,ig[door]n_ul[fruit]n,2,door,4,54
ig[door]n_ul[fruit]n,ig[door]n_zena[midrib]n,2,door,4,54
ig[door]n_zena[midrib]n,ig[door]n_miriza[plank]n,2,door,4,54
ig[door]n_miriza[plank]n,ig[door]n_kan[gate]n_tilla[street]n,2,door,4,54
ig[door]n_kan[gate]n_tilla[street]n,ig[door]n_kan[gate]n_egal[palace]n,4,door,4,54
ig[door]n_kan[gate]n_egal[palace]n,suku[pole]n_ig[door]n,2,door,4,54
suku[pole]n_ig[door]n,u[planking]n_ig[door]n,2,door,4,54
u[planking]n_ig[door]n,usakar[moon]n_ig[door]n,2,door,4,54
usakar[moon]n_ig[door]n,barda[crossbar]n_ig[door]n,2,door,4,54
barda[crossbar]n_ig[door]n,dula[depth]n_ig[door]n,2,door,4,54
dula[depth]n_ig[door]n,ir[peg]n_ig[door]n,2,door,4,54
ir[peg]n_ig[door]n,suhub[bolt]n_ig[door]n,2,door,4,54
suhub[bolt]n_ig[door]n,suhub[bolt]n,2,suhub,5,54
suhub[bolt]n,šugi[bolt]n,1,bolt,4,54
šugi[bolt]n,nukušu[~door]n,0,šu,2,NA
nukušu[~door]n,nukušu[~door]n_ana[upper]aj,2,nukušu,6,55
nukušu[~door]n_ana[upper]aj,nukušu[~door]n_kita[lower]aj,2,nukušu,6,55
nukušu[~door]n_kita[lower]aj,saŋkul[bolt]n,0,ku,2,NA
saŋkul[bolt]n,saŋkul[bolt]n_nim[high]v/i,2,saŋkul,6,56
saŋkul[bolt]n_nim[high]v/i,eš[rope]n_saŋkul[bolt]n,2,saŋkul,6,56
eš[rope]n_saŋkul[bolt]n,saŋkul[bolt]n_la[hang]v/t,2,saŋkul,6,56
saŋkul[bolt]n_la[hang]v/t,siŋar[bolt]n,1,bolt,4,56
siŋar[bolt]n,gag[nail]n_siŋar[bolt]n,2,siŋar,5,56
gag[nail]n_siŋar[bolt]n,siŋar[bolt]n_guʾe[textile]n,2,siŋar,5,56
siŋar[bolt]n_guʾe[textile]n,mud[tube]n,0,t,1,NA
mud[tube]n,gag[nail]n_mud[tube]n,2,tube,4,57
gag[nail]n_mud[tube]n,šerim[~loom]n,0,l,1,NA
šerim[~loom]n,šerim[~loom]n,2,šerim,5,58
šerim[~loom]n,kura[~loom]n,1,loom,4,58
kura[~loom]n,nura[~loom]n,1,loom,4,58
nura[~loom]n,ilila[lever]n,0,l,1,NA
ilila[lever]n,barbar[shuttle]n,0,le,2,NA
barbar[shuttle]n,tugtug[~loom]n,0,l,1,NA
tugtug[~loom]n,niŋzu[~loom]n,1,loom,4,59
niŋzu[~loom]n,ŋešgina[~loom]n,1,loom,4,59
ŋešgina[~loom]n,niŋmenbulug[~loom]n,1,loom,4,59
niŋmenbulug[~loom]n,ašita[equipment]n_tug[textile]n,0,ug,2,NA
ašita[equipment]n_tug[textile]n,garig[comb]n,0,m,1,NA
garig[comb]n,garig[comb]n_siki[hair]n,2,garig,5,60
garig[comb]n_siki[hair]n,garig[comb]n_saŋdu[head]n,2,garig,5,60
garig[comb]n_saŋdu[head]n,garig[comb]n_pa[branch]n_mušen[bird]n,2,garig,5,60
garig[comb]n_pa[branch]n_mušen[bird]n,garig[comb]n_eban[pair]n,2,garig,5,60
garig[comb]n_eban[pair]n,balak[spindle]n,0,ba,2,NA
balak[spindle]n,e[house]n_balak[spindle]n,2,spindle,7,61
e[house]n_balak[spindle]n,saŋ[head]n_balak[spindle]n,2,spindle,7,61
saŋ[head]n_balak[spindle]n,{ŋeš}bar[na]na_balak[spindle]n,2,spindle,7,61
{ŋeš}bar[na]na_balak[spindle]n,mete[appropriate-thing]n_balak[spindle]n,2,spindle,7,61
mete[appropriate-thing]n_balak[spindle]n,ellag[ball]n,0,la,2,NA
ellag[ball]n,ŋešellag[tool]n,0,ellag,5,62
ŋešellag[tool]n,ellag[ball]n,0,ellag,5,62
ellag[ball]n,madal[pole]n,0,l,1,NA
madal[pole]n,madal[pole]n,2,madal,5,63
madal[pole]n,malalum[container]n,0,ma,2,NA
malalum[container]n,gazinbu[pole]n,0,o,1,NA
gazinbu[pole]n,sahargid[roller]n,0,ol,2,NA
sahargid[roller]n,ŋešpu[rim]n,0,r,1,NA
ŋešpu[rim]n,ŋešpu[rim]n_mansim[sieve]n,2,ŋešpu,5,64
ŋešpu[rim]n_mansim[sieve]n,kim[willow]n_mes[blackness]n,0,im,2,NA
kim[willow]n_mes[blackness]n,ŋešrin[scales]n,0,es,2,NA
ŋešrin[scales]n,ŋešrin[scales]n_lub-lub-bi[na]na,2,scales,6,65
ŋešrin[scales]n_lub-lub-bi[na]na,ŋešrin[scales]n_aš[one]nu_gun[load]n,2,scales,6,65
ŋešrin[scales]n_aš[one]nu_gun[load]n,ŋešrin[scales]n_mana[unit]n,2,scales,6,65
ŋešrin[scales]n_mana[unit]n,e[house]n_ŋešrin[scales]n,2,scales,6,65
e[house]n_ŋešrin[scales]n,dilim[spoon]n_ŋešrin[scales]n,2,scales,6,65
dilim[spoon]n_ŋešrin[scales]n,apin[plow]n,0,in,2,NA
apin[plow]n,apin[plow]n_šu[hand]n,2,plow,4,66
apin[plow]n_šu[hand]n,apin[plow]n_šudu[equipped]aj,2,plow,4,66
apin[plow]n_šudu[equipped]aj,apin[plow]n_šudu[equipped]aj,4,equipped,8,66
apin[plow]n_šudu[equipped]aj,apin[plow]n_tugsaga[plow]n,2,plow,4,66
apin[plow]n_tugsaga[plow]n,apin[plow]n_saŋ[head]n_e[leave]v/i,3,plow,4,66
apin[plow]n_saŋ[head]n_e[leave]v/i,apin[plow]n_gud[ox]n_limmu[four]nu_la[hang]v/t,2,plow,4,66
apin[plow]n_gud[ox]n_limmu[four]nu_la[hang]v/t,saŋ[head]n_apin[plow]n,2,plow,4,66
saŋ[head]n_apin[plow]n,eme[tongue]n_apin[plow]n,2,plow,4,66
eme[tongue]n_apin[plow]n,kašu[~plow]n_apin[plow]n,2,plow,4,66
kašu[~plow]n_apin[plow]n,šusaŋ[compressor]n_apin[plow]n,3,plow,4,66
šusaŋ[compressor]n_apin[plow]n,igiŋal[~plow]n_apin[plow]n,2,plow,4,66
igiŋal[~plow]n_apin[plow]n,niŋkud[~plowshare]n_apin[plow]n,3,plow,4,66
niŋkud[~plowshare]n_apin[plow]n,niŋŋeštug[~plow]n_apin[plow]n,2,plow,4,66
niŋŋeštug[~plow]n_apin[plow]n,sala[~plow]n_apin[plow]n,3,plow,4,66
sala[~plow]n_apin[plow]n,gag[nail]n_sala[~plow]n_apin[plow]n,4,plow,4,66
gag[nail]n_sala[~plow]n_apin[plow]n,nig[~plow]n_apin[plow]n,3,plow,4,66
nig[~plow]n_apin[plow]n,gag[nail]n_nig[~plow]n_apin[plow]n,4,plow,4,66
gag[nail]n_nig[~plow]n_apin[plow]n,šudul[yoke]n_apin[plow]n,3,plow,4,66
šudul[yoke]n_apin[plow]n,gag[nail]n_šudul[yoke]n_apin[plow]n,4,šudul,5,66
gag[nail]n_šudul[yoke]n_apin[plow]n,muš[snake]n_apin[plow]n,2,plow,4,66
muš[snake]n_apin[plow]n,gag[nail]n_muš[snake]n_apin[plow]n,4,snake,5,66
gag[nail]n_muš[snake]n_apin[plow]n,da[side-board]n_apin[plow]n,2,plow,4,66
da[side-board]n_apin[plow]n,a[arm]n_apin[plow]n,2,plow,4,66
a[arm]n_apin[plow]n,{ŋeš}gan[na]na_apin[plow]n,2,plow,4,66
{ŋeš}gan[na]na_apin[plow]n,leʾum[board]n_apin[plow]n,2,plow,4,66
leʾum[board]n_apin[plow]n,ninda[seed-funnel]n_apin[plow]n,2,plow,4,66
ninda[seed-funnel]n_apin[plow]n,a[arm]n_gud[ox]n_apin[plow]n,2,plow,4,66
a[arm]n_gud[ox]n_apin[plow]n,anzam[vessel]n_apin[plow]n,2,plow,4,66
anzam[vessel]n_apin[plow]n,gag[nail]n_sa[sinew]n_la[hang]v/t,0,l,1,NA
gag[nail]n_sa[sinew]n_la[hang]v/t,ŋušur[harrow]n,0,ha,2,NA
ŋušur[harrow]n,ŋušur[harrow]n_sar[garden]n,2,harrow,6,67
ŋušur[harrow]n_sar[garden]n,ŋušur[harrow]n_zu[tooth]n_gal[big]v/i,2,harrow,6,67
ŋušur[harrow]n_zu[tooth]n_gal[big]v/i,sa[sinew]n_ŋušur[harrow]n,2,harrow,6,67
sa[sinew]n_ŋušur[harrow]n,u[ride]v/t_ŋušur[harrow]n,2,harrow,6,67
u[ride]v/t_ŋušur[harrow]n,saŋ[head]n_ŋušur[harrow]n,2,harrow,6,67
saŋ[head]n_ŋušur[harrow]n,damga[~plow]n,0,ow,2,NA
damga[~plow]n,suhur[tool]n,0,o,1,NA
suhur[tool]n,suhur[tool]n_gud[ox]n,2,suhur,5,68
suhur[tool]n_gud[ox]n,al[hoe]n,0,o,1,NA
al[hoe]n,al[hoe]n_zu[tooth]n,2,hoe,3,69
al[hoe]n_zu[tooth]n,alšub[tool]n,0,too,3,69
alšub[tool]n,al[hoe]n_zu[tooth]n_min[two]nu,0,too,3,69
al[hoe]n_zu[tooth]n_min[two]nu,al[hoe]n_zu[tooth]n_eš[three]nu,4,tooth,5,69
al[hoe]n_zu[tooth]n_eš[three]nu,al[hoe]n_zu[tooth]n_limmu[four]nu,4,tooth,5,69
al[hoe]n_zu[tooth]n_limmu[four]nu,ušub[brick-mold]n,0,o,1,NA
ušub[brick-mold]n,ušub[brick-mold]n_ab[window]n,2,brick-mold,10,70
ušub[brick-mold]n_ab[window]n,ušub[brick-mold]n_šeg[brick]n,2,brick-mold,10,70
ušub[brick-mold]n_šeg[brick]n,ušub[brick-mold]n_šeg[brick]n_alura[baked]aj,4,brick-mold,10,70
ušub[brick-mold]n_šeg[brick]n_alura[baked]aj,gag[nail]n_dud[mound]n_bal[dig]v/t,0,mo,2,NA
gag[nail]n_dud[mound]n_bal[dig]v/t,gag[nail]n_šum[garlic]n_bal[dig]v/t,4,nail,4,71
gag[nail]n_šum[garlic]n_bal[dig]v/t,gag[nail]n_šum[garlic]n_sal[thin]v/i,4,garlic,6,71
gag[nail]n_šum[garlic]n_sal[thin]v/i,gag[nail]n_šum[garlic]n_širdili[~garlic]n,4,garlic,6,71
gag[nail]n_šum[garlic]n_širdili[~garlic]n,zirigum[irrigation-device]n,0,ic,2,NA
zirigum[irrigation-device]n,gu[neck]n_zirigum[irrigation-device]n,2,irrigation-device,17,72
gu[neck]n_zirigum[irrigation-device]n,namnutare[~irrigation]n,0,irrigation,10,72
namnutare[~irrigation]n,i.lu[~irrigation]n,1,irrigation,10,72
i.lu[~irrigation]n,i.dib[~irrigation]n,1,irrigation,10,72
i.dib[~irrigation]n,tukul[weapon]n,0,on,2,NA
tukul[weapon]n,tukul[weapon]n_šu[hand]n,2,weapon,6,73
tukul[weapon]n_šu[hand]n,tukul[weapon]n_ur[root]n,2,weapon,6,73
tukul[weapon]n_ur[root]n,tukul[weapon]n_kun[tail]n,2,weapon,6,73
tukul[weapon]n_kun[tail]n,mitum[weapon]n,1,weapon,6,73
mitum[weapon]n,tukul[weapon]n_gaz[kill]v/t,1,weapon,6,73
tukul[weapon]n_gaz[kill]v/t,tukul[weapon]n_mah[great]v/i,2,weapon,6,73
tukul[weapon]n_mah[great]v/i,saŋ[head]n_tukul[weapon]n,2,weapon,6,73
saŋ[head]n_tukul[weapon]n,aga[rear]n_tukul[weapon]n,2,weapon,6,73
aga[rear]n_tukul[weapon]n,mitum[weapon]n,1,weapon,6,73
mitum[weapon]n,mitum[weapon]n_saŋ[head]n_ninnu[fifty]nu,2,weapon,6,73
mitum[weapon]n_saŋ[head]n_ninnu[fifty]nu,udug[weapon]n,1,weapon,6,73
udug[weapon]n,udug[weapon]n_saŋ[head]n_ninnu[fifty]nu,2,weapon,6,73
udug[weapon]n_saŋ[head]n_ninnu[fifty]nu,dur[board]n,0,du,2,NA
dur[board]n,dur[board]n_bisaŋ[basket]n,2,board,5,74
dur[board]n_bisaŋ[basket]n,dur[board]n_ab[window]n,2,board,5,74
dur[board]n_ab[window]n,dur[board]n_šeg[brick]n,2,board,5,74
dur[board]n_šeg[brick]n,dur[board]n_šeg[brick]n_alura[baked]aj,4,board,5,74
dur[board]n_šeg[brick]n_alura[baked]aj,dur[board]n_ešŋar[part-of-a-loom]n,2,board,5,74
dur[board]n_ešŋar[part-of-a-loom]n,bar[outside]v/t_ešŋar[part-of-a-loom]n,2,part-of-a-loom,14,74
bar[outside]v/t_ešŋar[part-of-a-loom]n,lidga[vessel]n,0,e,1,NA
lidga[vessel]n,bariga[unit]n,0,ga,2,NA
bariga[unit]n,ban[unit]n,1,unit,4,75
ban[unit]n,ban[unit]n_ya[five]nu_sila[unit]n,2,unit,4,75
ban[unit]n_ya[five]nu_sila[unit]n,niŋ[thing]n_min[two]nu_sila[unit]n,3,unit,4,75
niŋ[thing]n_min[two]nu_sila[unit]n,ŋeš[tree]n_diš[one]nu_sila[unit]n,2,unit,4,75
ŋeš[tree]n_diš[one]nu_sila[unit]n,ŋeš[tree]n_1/2(diš)[na]na_sila[unit]n,4,tree,4,75
ŋeš[tree]n_1/2(diš)[na]na_sila[unit]n,ŋeš[tree]n_šušana[fraction]n_sila[unit]n,4,tree,4,75
ŋeš[tree]n_šušana[fraction]n_sila[unit]n,ŋeš[tree]n_šanabi[two-thirds]n_sila[unit]n,4,tree,4,75
ŋeš[tree]n_šanabi[two-thirds]n_sila[unit]n,ŋeš[tree]n_u[ten]nu_giŋ[unit]n,3,tree,4,75
ŋeš[tree]n_u[ten]nu_giŋ[unit]n,ŋeš[tree]n_ya[five]nu_giŋ[unit]n,4,tree,4,75
ŋeš[tree]n_ya[five]nu_giŋ[unit]n,ŋeš[tree]n_eš[three]nu_giŋ[unit]n,4,tree,4,75
ŋeš[tree]n_eš[three]nu_giŋ[unit]n,ŋeš[tree]n_min[two]nu_giŋ[unit]n,4,tree,4,75
ŋeš[tree]n_min[two]nu_giŋ[unit]n,ŋeš[tree]n_diš[one]nu_giŋ[unit]n,4,tree,4,75
ŋeš[tree]n_diš[one]nu_giŋ[unit]n,sa[net]n,0,ne,2,NA
sa[net]n,sa[net]n_gal[big]v/i,2,net,3,76
sa[net]n_gal[big]v/i,sa[net]n_sig[weak]v/i,2,net,3,76
sa[net]n_sig[weak]v/i,saʾur[net]n,1,net,3,76
saʾur[net]n,sa[net]n_gi[thicket]n,1,net,3,76
sa[net]n_gi[thicket]n,sašušgal[net]n,1,net,3,76
sašušgal[net]n,sahir[net]n,1,net,3,76
sahir[net]n,sadu[net]n,1,net,3,76
sadu[net]n,sa[net]n_ni[na]na,1,net,3,76
sa[net]n_ni[na]na,harmušen[snare]n,0,n,1,NA
harmušen[snare]n,ŋidru[scepter]n_harmušen[snare]n,2,harmušen,8,77
ŋidru[scepter]n_harmušen[snare]n,gur[rim]n_harmušen[snare]n,2,harmušen,8,77
gur[rim]n_harmušen[snare]n,ellaŋdu[trap]n,0,r,1,NA
ellaŋdu[trap]n,ellaŋdu[trap]n_tur[small]v/i,2,ellaŋdu,7,78
ellaŋdu[trap]n_tur[small]v/i,šul[youth]v/i_katar[praise]n,0,ra,2,NA
šul[youth]v/i_katar[praise]n,šul[youth]v/i_|hi×aš₂|[na]na_tur[small]v/i,2,youth,5,79
šul[youth]v/i_|hi×aš₂|[na]na_tur[small]v/i,{ŋeš}šu-du[na]na,0,šu,2,NA
{ŋeš}šu-du[na]na,igiŋal[sign]n,0,ŋ,1,NA
igiŋal[sign]n,ligima[shoot]n,0,igi,3,80
ligima[shoot]n,ligima[shoot]n,2,ligima,6,80
ligima[shoot]n,ligima[shoot]n,2,ligima,6,80
ligima[shoot]n,dala[thorn]n,0,ho,2,NA
dala[thorn]n,dala[thorn]n,2,thorn,5,81
dala[thorn]n,šukur[lance]n,0,n,1,NA
šukur[lance]n,zamrutum[lance]n,1,lance,5,82
zamrutum[lance]n,šunir[emblem]n,0,e,1,NA
šunir[emblem]n,gida[spear]n,0,e,1,NA
gida[spear]n,luguda[object]n,0,da,2,NA
luguda[object]n,illar[weapon]n,0,e,1,NA
illar[weapon]n,illar[weapon]n_šu[hand]n_lugal[king]n,2,weapon,6,83
illar[weapon]n_šu[hand]n_lugal[king]n,illar[weapon]n_šub[fall]v/t,2,weapon,6,83
illar[weapon]n_šub[fall]v/t,illar[weapon]n_eban[pair]n,2,weapon,6,83
