line_a,line_b,overlap,kmer,k,section
muš[snake]n_kiʾuš[waste]n,muš[snake]n_ŋušur[beam]n,2,snake,5,12
muš[snake]n_ŋušur[beam]n,muš[snake]n_šagtur[womb]n,2,snake,5,12
muš[snake]n_šagtur[womb]n,muš[snake]n_saŋ[head]n_imin[seven]nu,2,snake,5,12
muš[snake]n_saŋ[head]n_imin[seven]nu,muš[snake]n_eme[tongue]n_min[two]nu,2,snake,5,12
muš[snake]n_eme[tongue]n_min[two]nu,muš[snake]n_saŋkal[foremost]aj,2,snake,5,12
muš[snake]n_saŋkal[foremost]aj,muš[snake]n_si[horn]n_gur[lift]v/t,2,snake,5,12
muš[snake]n_si[horn]n_gur[lift]v/t,muš[snake]n_kun[tail]n_kud[cut]v/t,2,snake,5,12
muš[snake]n_kun[tail]n_kud[cut]v/t,muš[snake]n_šagsig[weft]n,2,snake,5,12
muš[snake]n_šagsig[weft]n,muš[snake]n_uŋiri[unmng]n_mu[grow]v/t,2,snake,5,12
muš[snake]n_uŋiri[unmng]n_mu[grow]v/t,muš[snake]n_gar[knob]n_ŋeštin[vine]n,2,snake,5,12
muš[snake]n_gar[knob]n_ŋeštin[vine]n,muš[snake]n_igi[eye]n_ŋal[be]v/i,2,snake,5,12
muš[snake]n_igi[eye]n_ŋal[be]v/i,urmah[lion]n,0,n,1,NA
urmah[lion]n,urnig[lioness]n,0,lion,4,13
urnig[lioness]n,urbara[wolf]n,0,ur,2,NA
urbara[wolf]n,urgir[dog]n,0,ur,2,NA
urgir[dog]n,urki[dog]n,1,dog,3,14
urki[dog]n,urtur[puppy]n,0,ur,2,NA
urtur[puppy]n,urdib[cub]n,0,ur,2,NA
urdib[cub]n,uršub[tiger]n,0,ur,2,NA
uršub[tiger]n,uršubkuda[wild-animal]n,0,uršub,5,15
uršubkuda[wild-animal]n,az[bear]n,0,a,1,NA
az[bear]n,piriŋ[lion]n,0,NA,0,NA
piriŋ[lion]n,nemur[leopard]n,0,l,1,NA
nemur[leopard]n,piriŋ[lion]n_kag[mouth]n_duh[loosen]v/t,0,l,1,NA
piriŋ[lion]n_kag[mouth]n_duh[loosen]v/t,nig[dog]n,0,o,1,NA
nig[dog]n,nig[dog]n_amar[young]n,2,dog,3,16
nig[dog]n_amar[young]n,sua[cat]n,0,a,1,NA
sua[cat]n,suari[cat]n,1,cat,3,17
suari[cat]n,kaʾa[fox]n,0,a,1,NA
kaʾa[fox]n,kuda[animal]n,0,k,1,NA
kuda[animal]n,ugubi[monkey]n,0,m,1,NA
ugubi[monkey]n,munus[woman]n_ugubi[monkey]n,2,monkey,6,18
munus[woman]n_ugubi[monkey]n,lulim[stag]n,0,a,1,NA
lulim[stag]n,udutil[sheep]n,0,s,1,NA
udutil[sheep]n,mašda[gazelle]n,0,e,1,NA
mašda[gazelle]n,amar[young]n_mašda[gazelle]n,2,gazelle,7,19
amar[young]n_mašda[gazelle]n,šeg[animal]n,0,n,1,NA
šeg[animal]n,šeŋbar[animal]n,1,animal,6,20
šeŋbar[animal]n,durah[goat]n,0,a,1,NA
durah[goat]n,durahmaš[ram]n,0,durah,5,21
durahmaš[ram]n,kun-uš[na]na,0,š,1,NA
kun-uš[na]na,ban₂.hu[animal]n,0,n,1,NA
ban₂.hu[animal]n,dimšah[hippopotamus]n,0,i,1,NA
dimšah[hippopotamus]n,am[bull]n,0,u,1,NA
am[bull]n,amsi[elephant]n,0,am,2,NA
amsi[elephant]n,amsi[elephant]n_kur[mountain]n,2,elephant,8,22
amsi[elephant]n_kur[mountain]n,sumun[cow]n,0,o,1,NA
sumun[cow]n,kir[hyena]n,0,NA,0,NA
kir[hyena]n,immal[cow]n,0,i,1,NA
immal[cow]n,umamu[beasts]n,0,ma,2,NA
umamu[beasts]n,niŋki[herd]n,0,e,1,NA
niŋki[herd]n,azalulu[multitude]n,0,d,1,NA
azalulu[multitude]n,azalulu[multitude]n,2,multitude,9,23
azalulu[multitude]n,niŋziŋal[living-creature]n_eden[back]n,0,tu,2,NA
niŋziŋal[living-creature]n_eden[back]n,eh[insect]n,0,in,2,NA
eh[insect]n,eh[insect]n,2,insect,6,24
eh[insect]n,eh[insect]n,2,insect,6,24
eh[insect]n,eh[insect]n,2,insect,6,24
eh[insect]n,saŋtasa[insect]n,1,insect,6,24
saŋtasa[insect]n,zu[tooth]n_uman[insect]n,1,insect,6,24
zu[tooth]n_uman[insect]n,uman[insect]n,2,insect,6,24
uman[insect]n,uman[insect]n_a[water]n,2,insect,6,24
uman[insect]n_a[water]n,uman[insect]n_saŋdu[head]n,2,insect,6,24
uman[insect]n_saŋdu[head]n,uman[insect]n_ašag[field]n,2,insect,6,24
uman[insect]n_ašag[field]n,uman[insect]n_še[barley]n,2,insect,6,24
uman[insect]n_še[barley]n,uman[insect]n_nisig[greenery]n,2,insect,6,24
uman[insect]n_nisig[greenery]n,uman[insect]n_zid[flour]n,2,insect,6,24
uman[insect]n_zid[flour]n,uman[insect]n_ŋušur[beam]n,2,insect,6,24
uman[insect]n_ŋušur[beam]n,uman[insect]n_dun[na]na,2,insect,6,24
uman[insect]n_dun[na]na,nim[fly]n,0,n,1,NA
nim[fly]n,nim[fly]n_sahar[dust]n,2,fly,3,25
nim[fly]n_sahar[dust]n,nim[fly]n_urmah[lion]n,2,fly,3,25
nim[fly]n_urmah[lion]n,nim[fly]n_urnig[lioness]n,2,lion,4,25
nim[fly]n_urnig[lioness]n,nim[fly]n_urbara[wolf]n,2,fly,3,25
nim[fly]n_urbara[wolf]n,nim[fly]n_urgir[dog]n,2,fly,3,25
nim[fly]n_urgir[dog]n,nim[fly]n_urki[dog]n,3,fly,3,25
nim[fly]n_urki[dog]n,nim[fly]n_urdib[cub]n,2,fly,3,25
nim[fly]n_urdib[cub]n,nim[fly]n_mul[star]n,2,fly,3,25
nim[fly]n_mul[star]n,nim[fly]n_inun[ghee]n,2,fly,3,25
nim[fly]n_inun[ghee]n,nim[fly]n_bi₂-bi₂-a[na]na_šagtur[womb]n,2,fly,3,25
nim[fly]n_bi₂-bi₂-a[na]na_šagtur[womb]n,bir[locust]n,0,bi,2,NA
bir[locust]n,bir[locust]n_gal[big]v/i,2,locust,6,26
bir[locust]n_gal[big]v/i,bir[locust]n_ab[sea]n,2,locust,6,26
bir[locust]n_ab[sea]n,bir[locust]n_sahar[dust]n,2,locust,6,26
bir[locust]n_sahar[dust]n,bir[locust]n_tur[small]v/i,2,locust,6,26
bir[locust]n_tur[small]v/i,bir[locust]n_ensi[interpreter]n,2,locust,6,26
bir[locust]n_ensi[interpreter]n,bir[locust]n_ŋen[go]v/i_tir[forest]n,2,locust,6,26
bir[locust]n_ŋen[go]v/i_tir[forest]n,bir[locust]n_irgilum[locust]n,2,locust,6,26
bir[locust]n_irgilum[locust]n,peš[mouse]n,0,us,2,NA
peš[mouse]n,pešgi[rodent]n,0,peš,3,27
pešgi[rodent]n,pešgigua[rodent]n,1,rodent,6,27
pešgigua[rodent]n,pešašaga[rodent]n,1,rodent,6,27
pešašaga[rodent]n,pešigigunu[rodent]n,1,rodent,6,27
pešigigunu[rodent]n,pešniŋgilima[rodent]n,1,rodent,6,27
pešniŋgilima[rodent]n,pešniŋgilima[rodent]n,2,pešniŋgilima,12,27
pešniŋgilima[rodent]n,pešsilagaz[rodent]n,1,rodent,6,27
pešsilagaz[rodent]n,ninka[mongoose]n,0,o,1,NA
ninka[mongoose]n,{d}nin-kilim[na]na_mašmaš[sorcerer]n,0,nin,3,28
{d}nin-kilim[na]na_mašmaš[sorcerer]n,niŋbuna[turtle]n,0,ni,2,NA
niŋbuna[turtle]n,eme.šid[lizard]n,0,l,1,NA
eme.šid[lizard]n,x-lagab[na]na,0,NA,0,NA
x-lagab[na]na,uh[turtle]n,0,NA,0,NA
uh[turtle]n,balgi[turtle]n,1,turtle,6,29
balgi[turtle]n,šah[pig]n,0,a,1,NA
šah[pig]n,šah[pig]n_gi[thicket]n,2,pig,3,30
šah[pig]n_gi[thicket]n,šah[pig]n_udšuš[daily]aj,2,pig,3,30
šah[pig]n_udšuš[daily]aj,šah[pig]n_niga[fattened]v/i,2,pig,3,30
šah[pig]n_niga[fattened]v/i,šah[pig]n_ma₂-gan[na]na,2,pig,3,30
šah[pig]n_ma₂-gan[na]na,šah[pig]n_namerim[oath]n,2,pig,3,30
šah[pig]n_namerim[oath]n,šah[pig]n_namuruna[~herd]n,2,pig,3,30
šah[pig]n_namuruna[~herd]n,zahda[piglet]n,0,pig,3,30
zahda[piglet]n,megida[sow]n,0,da,2,NA
megida[sow]n,kiši[ant]n,0,i,1,NA
kiši[ant]n,kiši[ant]n_dal[fly]v/t,2,kiši,4,31
kiši[ant]n_dal[fly]v/t,kiši[ant]n_su[red]v/i,2,kiši,4,31
kiši[ant]n_su[red]v/i,kiši[ant]n_sissig[green]v/i,2,kiši,4,31
kiši[ant]n_sissig[green]v/i,muldamul[animal]n,0,an,2,NA
muldamul[animal]n,dadamul[animal]n,1,animal,6,32
dadamul[animal]n,ŋirtab[scorpion]n,0,i,1,NA
ŋirtab[scorpion]n,ŋirtab[scorpion]n_dal[fly]v/t,2,scorpion,8,33
ŋirtab[scorpion]n_dal[fly]v/t,ŋirtab[scorpion]n_su[red]v/i,2,scorpion,8,33
ŋirtab[scorpion]n_su[red]v/i,ŋirtab[scorpion]n_sissig[green]v/i,2,scorpion,8,33
ŋirtab[scorpion]n_sissig[green]v/i,bizaza[frog]n,0,r,1,NA
bizaza[frog]n,bizaza[frog]n_gu[voice]n,2,bizaza,6,34
bizaza[frog]n_gu[voice]n,kisim[insect]n,0,i,1,NA
kisim[insect]n,šurun[cricket]n,0,c,1,NA
šurun[cricket]n,zibin[caterpillar]n,0,c,1,NA
zibin[caterpillar]n,šaran[pestle-bottom]n,0,p,1,NA
šaran[pestle-bottom]n,uzu[flesh]n,0,le,2,NA
uzu[flesh]n,uzu[flesh]n_saŋdu[head]n,2,flesh,5,35
uzu[flesh]n_saŋdu[head]n,uzu[flesh]n_udšuš[daily]aj,2,flesh,5,35
uzu[flesh]n_udšuš[daily]aj,uzu[flesh]n_meze[jaw]n,2,flesh,5,35
uzu[flesh]n_meze[jaw]n,uzu[flesh]n_|ka×gar|[na]na,2,flesh,5,35
uzu[flesh]n_|ka×gar|[na]na,uzu[flesh]n_|ka×gar|[na]na,3,|ka×gar|,8,35
uzu[flesh]n_|ka×gar|[na]na,uzu[flesh]n_azad[head]n,2,flesh,5,35
uzu[flesh]n_azad[head]n,uzu[flesh]n_aš₂-du[na]na,2,flesh,5,35
uzu[flesh]n_aš₂-du[na]na,uzu[flesh]n_|ka×gar|[na]na,2,flesh,5,35
uzu[flesh]n_|ka×gar|[na]na,uzu[flesh]n_|ka×gar|[na]na_gud[ox]n,3,|ka×gar|,8,35
uzu[flesh]n_|ka×gar|[na]na_gud[ox]n,uzu[flesh]n_gu₂.mur[throat]n,2,flesh,5,35
uzu[flesh]n_gu₂.mur[throat]n,uzu[flesh]n_|ud.ne|[na]na,2,flesh,5,35
uzu[flesh]n_|ud.ne|[na]na,uzu[flesh]n_ubur[breast]n,2,flesh,5,35
uzu[flesh]n_ubur[breast]n,uzu[flesh]n_akan[nipple]n,2,flesh,5,35
uzu[flesh]n_akan[nipple]n,uzu[flesh]n_te[cheek]n,2,flesh,5,35
uzu[flesh]n_te[cheek]n,uzu[flesh]n_gu[neck]n,2,flesh,5,35
uzu[flesh]n_gu[neck]n,uzu[flesh]n_gumur[spine]n,2,flesh,5,35
uzu[flesh]n_gumur[spine]n,uzu[flesh]n_zukešed[knot]n_gumur[spine]n,4,flesh,5,35
uzu[flesh]n_zukešed[knot]n_gumur[spine]n,uzu[flesh]n_gubalŋešdua[hump]n,2,flesh,5,35
uzu[flesh]n_gubalŋešdua[hump]n,uzu[flesh]n_zag[side]n_udu[sheep]n,2,flesh,5,35
uzu[flesh]n_zag[side]n_udu[sheep]n,uzu[flesh]n_sila[cut]n_zag[side]n_udu[sheep]n,6,flesh,5,35
uzu[flesh]n_sila[cut]n_zag[side]n_udu[sheep]n,uzu[flesh]n_masila[heel]n,2,flesh,5,35
uzu[flesh]n_masila[heel]n,uzu[flesh]n_si[horn]n_masila[heel]n,4,masila,6,35
uzu[flesh]n_si[horn]n_masila[heel]n,uzu[flesh]n_masila[heel]n_tum[na]na,4,masila,6,35
uzu[flesh]n_masila[heel]n_tum[na]na,uzu[flesh]n_ti[rib]n,2,flesh,5,35
uzu[flesh]n_ti[rib]n,uzu[flesh]n_ti[rib]n,4,flesh,5,35
uzu[flesh]n_ti[rib]n,uzu[flesh]n_gag[nail]n_ti[rib]n,4,flesh,5,35
uzu[flesh]n_gag[nail]n_ti[rib]n,uzu[flesh]n_gag[nail]n_zag[side]n,4,flesh,5,35
uzu[flesh]n_gag[nail]n_zag[side]n,uzu[flesh]n_gag[nail]n_sala[bug-ridden]aj,4,flesh,5,35
uzu[flesh]n_gag[nail]n_sala[bug-ridden]aj,uzu[flesh]n_bun[bladder]n,2,flesh,5,35
uzu[flesh]n_bun[bladder]n,uzu[flesh]n_niŋ₂-pa[na]na,2,flesh,5,35
uzu[flesh]n_niŋ₂-pa[na]na,uzu[flesh]n_e[house]n_ur[roof]n,2,flesh,5,35
uzu[flesh]n_e[house]n_ur[roof]n,uzu[flesh]n_e[house]n_šag[heart]n,4,flesh,5,35
uzu[flesh]n_e[house]n_šag[heart]n,uzu[flesh]n_šag[heart]n,4,flesh,5,35
uzu[flesh]n_šag[heart]n,uzu[flesh]n_šagmah[intestine]n,2,flesh,5,35
uzu[flesh]n_šagmah[intestine]n,uzu[flesh]n_šagsig[weft]n,2,flesh,5,35
uzu[flesh]n_šagsig[weft]n,uzu[flesh]n_šag[heart]n_eninnu[1]tn,2,flesh,5,35
uzu[flesh]n_šag[heart]n_eninnu[1]tn,uzu[flesh]n_šaggar[meat]n,2,flesh,5,35
uzu[flesh]n_šaggar[meat]n,uzu[flesh]n_šag[heart]n_lugal[king]n_tuku[acquire]v/t,2,flesh,5,35
uzu[flesh]n_šag[heart]n_lugal[king]n_tuku[acquire]v/t,uzu[flesh]n_šag[heart]n_šu[hand]n_niŋin[encircle]v/t,4,flesh,5,35
uzu[flesh]n_šag[heart]n_šu[hand]n_niŋin[encircle]v/t,uzu[flesh]n_šag[heart]n_lub[bag]n,4,flesh,5,35
uzu[flesh]n_šag[heart]n_lub[bag]n,uzu[flesh]n_šag[heart]n_dub[heap]v/t,4,flesh,5,35
uzu[flesh]n_šag[heart]n_dub[heap]v/t,uzu[flesh]n_šag[heart]n_us[follow]v/t,4,flesh,5,35
uzu[flesh]n_šag[heart]n_us[follow]v/t,uzu[flesh]n_mehi[tissue]n,2,flesh,5,35
uzu[flesh]n_mehi[tissue]n,uzu[flesh]n_mur[lung]n,2,flesh,5,35
uzu[flesh]n_mur[lung]n,uzu[flesh]n_niŋgiggi[black]n,2,flesh,5,35
uzu[flesh]n_niŋgiggi[black]n,uzu[flesh]n_ur[root]n,2,flesh,5,35
uzu[flesh]n_ur[root]n,uzu[flesh]n_ur[root]n_kun[tail]n,4,flesh,5,35
uzu[flesh]n_ur[root]n_kun[tail]n,uzu[flesh]n_gaba[chest]n,2,flesh,5,35
uzu[flesh]n_gaba[chest]n,uzu[flesh]n_ŋeš[tree]n_gaba[chest]n,4,flesh,5,35
uzu[flesh]n_ŋeš[tree]n_gaba[chest]n,uzu[flesh]n_tuhul[hip]n,2,flesh,5,35
uzu[flesh]n_tuhul[hip]n,uzu[flesh]n_tuhul[hip]n_kud[cut]v/t,4,flesh,5,35
uzu[flesh]n_tuhul[hip]n_kud[cut]v/t,uzu[flesh]n_saŋ[head]n_tuhul[hip]n,4,flesh,5,35
uzu[flesh]n_saŋ[head]n_tuhul[hip]n,uzu[flesh]n_ŋiripadra[bone]n,2,flesh,5,35
uzu[flesh]n_ŋiripadra[bone]n,uzu[flesh]n_ŋiripadra[bone]n_gid[long]v/i,4,ŋiripadra,9,35
uzu[flesh]n_ŋiripadra[bone]n_gid[long]v/i,uzu[flesh]n_ŋiripadra[bone]n_lugud[short]v/i,4,ŋiripadra,9,35
uzu[flesh]n_ŋiripadra[bone]n_lugud[short]v/i,uzu[flesh]n_ŋiripadra[bone]n_hulu[bad]v/i_gig[sick]v/i,4,ŋiripadra,9,35
uzu[flesh]n_ŋiripadra[bone]n_hulu[bad]v/i_gig[sick]v/i,uzu[flesh]n_tun₃[na]na_gig[sick]v/i,4,flesh,5,35
uzu[flesh]n_tun₃[na]na_gig[sick]v/i,uzu[flesh]n_zilkum[~animal]n,2,flesh,5,35
uzu[flesh]n_zilkum[~animal]n,uzu[flesh]n_terzum[presentation]n,2,flesh,5,35
uzu[flesh]n_terzum[presentation]n,uzu[flesh]n_dimma[~sheep]n,2,flesh,5,35
uzu[flesh]n_dimma[~sheep]n,uzu[flesh]n_sam[price]n,2,flesh,5,35
uzu[flesh]n_sam[price]n,uzu[flesh]n_šakanka[market]n,2,flesh,5,35
uzu[flesh]n_šakanka[market]n,uzu[flesh]n_šeŋ[cook]v/t,2,flesh,5,35
uzu[flesh]n_šeŋ[cook]v/t,uzu[flesh]n_al-x-x[na]na,2,flesh,5,35
uzu[flesh]n_al-x-x[na]na,uzu[flesh]n_hab[malodorous]v/i,2,flesh,5,35
uzu[flesh]n_hab[malodorous]v/i,uzu[flesh]n_kad₅[na]na,2,flesh,5,35
uzu[flesh]n_kad₅[na]na,uzu[flesh]n_ma-gi[na]na,2,flesh,5,35
uzu[flesh]n_ma-gi[na]na,uzu[flesh]n_suš[grease]n,2,flesh,5,35
uzu[flesh]n_suš[grease]n,uzu[flesh]n_i[oil]n_tab[double]v/t,2,flesh,5,35
uzu[flesh]n_i[oil]n_tab[double]v/t,uzu[flesh]n_i[oil]n_gud[ox]n,4,flesh,5,35
uzu[flesh]n_i[oil]n_gud[ox]n,uzu[flesh]n_i[oil]n_udu[sheep]n,4,flesh,5,35
uzu[flesh]n_i[oil]n_udu[sheep]n,uzu[flesh]n_i[oil]n_šah[pig]n,4,flesh,5,35
uzu[flesh]n_i[oil]n_šah[pig]n,uzu[flesh]n_nikid[~food]n,2,flesh,5,35
uzu[flesh]n_nikid[~food]n,uzu[flesh]n_nikid[~food]n,4,flesh,5,35
uzu[flesh]n_nikid[~food]n,uzu[flesh]n_birri[kidney]n,2,flesh,5,35
uzu[flesh]n_birri[kidney]n,uzu[flesh]n_ellaŋgun[kidney]n,3,kidney,6,35
uzu[flesh]n_ellaŋgun[kidney]n,uzu[flesh]n_ellaŋgun[kidney]n_šag[heart]n,4,ellaŋgun,8,35
uzu[flesh]n_ellaŋgun[kidney]n_šag[heart]n,uzu[flesh]n_ellaŋgun[kidney]n_bar[outside]v/t,4,ellaŋgun,8,35
uzu[flesh]n_ellaŋgun[kidney]n_bar[outside]v/t,uzu[flesh]n_x[na]na,2,flesh,5,35
uzu[flesh]n_x[na]na,uzu[flesh]n_x[na]na,3,flesh,5,35
uzu[flesh]n_x[na]na,uzu[flesh]n_niŋ₂-ŋidru[na]na,2,flesh,5,35
uzu[flesh]n_niŋ₂-ŋidru[na]na,uzu[flesh]n_abtir[gore]n,2,flesh,5,35
uzu[flesh]n_abtir[gore]n,uzu[flesh]n_e[house]n_mur-ra[na]na,2,flesh,5,35
uzu[flesh]n_e[house]n_mur-ra[na]na,uzu[flesh]n_sa[sinew]n,2,flesh,5,35
uzu[flesh]n_sa[sinew]n,uzu[flesh]n_sa[sinew]n,4,flesh,5,35
uzu[flesh]n_sa[sinew]n,uzu[flesh]n_sa[sinew]n_gal[big]v/i,4,flesh,5,35
uzu[flesh]n_sa[sinew]n_gal[big]v/i,uzu[flesh]n_sa[sinew]n_sal[thin]v/i,4,flesh,5,35
uzu[flesh]n_sa[sinew]n_sal[thin]v/i,uzu[flesh]n_sa[sinew]n_hal[thigh]n,4,flesh,5,35
uzu[flesh]n_sa[sinew]n_hal[thigh]n,uzu[flesh]n_sa[sinew]n_tah[add]v/t,4,flesh,5,35
uzu[flesh]n_sa[sinew]n_tah[add]v/t,uzu[flesh]n_sanimmara[back]n,2,flesh,5,35
uzu[flesh]n_sanimmara[back]n,uzu[flesh]n_uš[membrane]n,2,flesh,5,35
uzu[flesh]n_uš[membrane]n,uzu[flesh]n_uš[membrane]n,4,membrane,8,35
uzu[flesh]n_uš[membrane]n,uzu[flesh]n_uš[membrane]n,4,membrane,8,35
uzu[flesh]n_uš[membrane]n,uzu[flesh]n_asilaŋara[afterbirth]n,2,flesh,5,35
uzu[flesh]n_asilaŋara[afterbirth]n,uzu[flesh]n_niŋkiŋgia[liver]n,2,flesh,5,35
uzu[flesh]n_niŋkiŋgia[liver]n,uzu[flesh]n_kud[na]na,2,flesh,5,35
uzu[flesh]n_kud[na]na,uzu[flesh]n_zingi[ankle-bone]n,2,flesh,5,35
uzu[flesh]n_zingi[ankle-bone]n,uzu[flesh]n_inun[ghee]n,2,flesh,5,35
uzu[flesh]n_inun[ghee]n,uzu[flesh]n_ŋeš[penis]n,2,flesh,5,35
uzu[flesh]n_ŋeš[penis]n,uzu[flesh]n_šir[testicle]n,2,flesh,5,35
uzu[flesh]n_šir[testicle]n,uzu[flesh]n_umbin[nail]n,2,flesh,5,35
uzu[flesh]n_umbin[nail]n,uzu[flesh]n_umbin[nail]n_gud[ox]n,4,flesh,5,35
uzu[flesh]n_umbin[nail]n_gud[ox]n,uzu[flesh]n_inŋar[colon]n,2,flesh,5,35
uzu[flesh]n_inŋar[colon]n,uzu[flesh]n_inti[way]n,2,flesh,5,35
uzu[flesh]n_inti[way]n,uzu[flesh]n_imma[vulva]n,2,flesh,5,35
uzu[flesh]n_imma[vulva]n,uzu[flesh]n_dah-ma-sa[na]na,2,flesh,5,35
uzu[flesh]n_dah-ma-sa[na]na,uzu[flesh]n_endur[navel?]n,2,flesh,5,35
uzu[flesh]n_endur[navel?]n,{d}nisaba[na]na_zamin[lyre]n,0,l,1,NA
