line_a,line_b,overlap,kmer,k,section
sila[unit]n_gaz[kill]v/t,udun[kiln]n,0,kil,3,51
udun[kiln]n,udun[kiln]n_še[barley]n_sa[roast]v/t,2,kiln,4,51
udun[kiln]n_še[barley]n_sa[roast]v/t,udun[kiln]n_bappir[~beer]n,2,kiln,4,51
udun[kiln]n_bappir[~beer]n,udun[kiln]n_mah[great]v/i,2,kiln,4,51
udun[kiln]n_mah[great]v/i,udun[kiln]n_titab[~beer]n,2,kiln,4,51
udun[kiln]n_titab[~beer]n,udun[kiln]n_bahar[potter]n,2,kiln,4,51
udun[kiln]n_bahar[potter]n,udun[kiln]n_i[oil]n_sur[press]v/t,2,kiln,4,51
udun[kiln]n_i[oil]n_sur[press]v/t,gir[oven]n,0,n,1,NA
gir[oven]n,gir[oven]n_malah[sailor]n,2,oven,4,52
gir[oven]n_malah[sailor]n,gir[oven]n_ad.kid[weaver]n,2,oven,4,52
gir[oven]n_ad.kid[weaver]n,ne[brazier]n,0,er,2,NA
ne[brazier]n,ne.du.du[crucible]n,0,ne,2,NA
ne.du.du[crucible]n,šurin[oven]n,0,e,1,NA
šurin[oven]n,katab[lid]n_šurin[oven]n,2,šurin,5,53
katab[lid]n_šurin[oven]n,kadu[cover]n_gar{im}[na]na,0,ove,3,53
kadu[cover]n_gar{im}[na]na,niŋtab[fire-box]n_udun[kiln]n,0,du,2,NA
niŋtab[fire-box]n_udun[kiln]n,x[na]na_kid[na]na,0,i,1,NA
x[na]na_kid[na]na,x[na]na_im[clay]n,1,x,1,54
x[na]na_im[clay]n,im[clay]n,2,clay,4,54
im[clay]n,im[clay]n_su[red]v/i,2,clay,4,54
im[clay]n_su[red]v/i,im[clay]n_sissig[green]v/i,2,clay,4,54
im[clay]n_sissig[green]v/i,im[clay]n_zid[right]v/i,2,clay,4,54
im[clay]n_zid[right]v/i,im[clay]n_babbar[white]v/i,2,clay,4,54
im[clay]n_babbar[white]v/i,im[clay]n_giggi[black]v/i,2,clay,4,54
im[clay]n_giggi[black]v/i,im[clay]n_kal[rare]v/i,2,clay,4,54
im[clay]n_kal[rare]v/i,im[clay]n_kalag[strong]v/i,2,clay,4,54
im[clay]n_kalag[strong]v/i,im[clay]n_dug[pot]n,2,clay,4,54
im[clay]n_dug[pot]n,imdug[shot]n,0,dug,3,54
imdug[shot]n,im[clay]n_dugud[heavy]v/i,0,dug,3,54
im[clay]n_dugud[heavy]v/i,im[clay]n_guʾena[silt]n,2,clay,4,54
im[clay]n_guʾena[silt]n,im[clay]n_gu[neck]n_niŋ[thing]n_ŋar[place]v/t,2,clay,4,54
im[clay]n_gu[neck]n_niŋ[thing]n_ŋar[place]v/t,im[clay]n_hab[malodorous]v/i,2,clay,4,54
im[clay]n_hab[malodorous]v/i,im[clay]n_lu[mix]v/t,2,clay,4,54
im[clay]n_lu[mix]v/t,kuš[skin]n,0,i,1,NA
kuš[skin]n,kuš[skin]n_gud[ox]n,2,skin,4,55
kuš[skin]n_gud[ox]n,kuš[skin]n_udu[sheep]n,2,skin,4,55
kuš[skin]n_udu[sheep]n,kuš[skin]n_gukkal[sheep]n,3,sheep,5,55
kuš[skin]n_gukkal[sheep]n,kuš[skin]n_maš[goat]n,2,skin,4,55
kuš[skin]n_maš[goat]n,kuš[skin]n_uzud[goat]n,3,skin,4,55
kuš[skin]n_uzud[goat]n,kuš[skin]n_ašgar[kid]n,2,skin,4,55
kuš[skin]n_ašgar[kid]n,kuš[skin]n_am[bull]n,2,skin,4,55
kuš[skin]n_am[bull]n,kuš[skin]n_amsi[elephant]n,2,skin,4,55
kuš[skin]n_amsi[elephant]n,kuš[skin]n_amsi[elephant]n_kur[mountain]n,4,elephant,8,55
kuš[skin]n_amsi[elephant]n_kur[mountain]n,kuš[skin]n_sumun[cow]n,2,skin,4,55
kuš[skin]n_sumun[cow]n,kuš[skin]n_kir[hyena]n,2,skin,4,55
kuš[skin]n_kir[hyena]n,kuš[skin]n_ugubi[monkey]n,2,skin,4,55
kuš[skin]n_ugubi[monkey]n,kuš[skin]n_durah[goat]n,2,skin,4,55
kuš[skin]n_durah[goat]n,kuš[skin]n_durahmaš[ram]n,2,durah,5,55
kuš[skin]n_durahmaš[ram]n,kuš[skin]n_šeg[animal]n,2,skin,4,55
kuš[skin]n_šeg[animal]n,kuš[skin]n_šeŋbar[animal]n,3,animal,6,55
kuš[skin]n_šeŋbar[animal]n,kuš[skin]n_lulim[stag]n,2,skin,4,55
kuš[skin]n_lulim[stag]n,kuš[skin]n_udutil[sheep]n,2,skin,4,55
kuš[skin]n_udutil[sheep]n,kuš[skin]n_mašda[gazelle]n,2,skin,4,55
kuš[skin]n_mašda[gazelle]n,kuš[skin]n_amar[young]n_mašda[gazelle]n,4,gazelle,7,55
kuš[skin]n_amar[young]n_mašda[gazelle]n,kuš[skin]n_sua[cat]n,2,skin,4,55
kuš[skin]n_sua[cat]n,kuš[skin]n_suari[cat]n,3,skin,4,55
kuš[skin]n_suari[cat]n,kuš[skin]n_kaʾa[fox]n,2,skin,4,55
kuš[skin]n_kaʾa[fox]n,kuš[skin]n_kuda[animal]n,2,skin,4,55
kuš[skin]n_kuda[animal]n,kuš[skin]n_ban₂.hu[animal]n,3,animal,6,55
kuš[skin]n_ban₂.hu[animal]n,kuš[skin]n_urmah[lion]n,2,skin,4,55
kuš[skin]n_urmah[lion]n,kuš[skin]n_urnig[lioness]n,2,skin,4,55
kuš[skin]n_urnig[lioness]n,kuš[skin]n_urbara[wolf]n,2,skin,4,55
kuš[skin]n_urbara[wolf]n,kuš[skin]n_urgir[dog]n,2,skin,4,55
kuš[skin]n_urgir[dog]n,kuš[skin]n_urki[dog]n,3,skin,4,55
kuš[skin]n_urki[dog]n,kuš[skin]n_urdib[cub]n,2,skin,4,55
kuš[skin]n_urdib[cub]n,kuš[skin]n_urtur[puppy]n,2,skin,4,55
kuš[skin]n_urtur[puppy]n,kuš[skin]n_uršub[tiger]n,2,skin,4,55
kuš[skin]n_uršub[tiger]n,kuš[skin]n_uršubkuda[wild-animal]n,2,uršub,5,55
kuš[skin]n_uršubkuda[wild-animal]n,kuš[skin]n_peš[mouse]n,2,skin,4,55
kuš[skin]n_peš[mouse]n,kuš[skin]n_pešgi[rodent]n,2,skin,4,55
kuš[skin]n_pešgi[rodent]n,kuš[skin]n_pešgigua[rodent]n,3,rodent,6,55
kuš[skin]n_pešgigua[rodent]n,kuš[skin]n_pešašaga[rodent]n,3,rodent,6,55
kuš[skin]n_pešašaga[rodent]n,kuš[skin]n_pešigigunu[rodent]n,3,rodent,6,55
kuš[skin]n_pešigigunu[rodent]n,kuš[skin]n_pešniŋgilima[rodent]n,3,rodent,6,55
kuš[skin]n_pešniŋgilima[rodent]n,kuš[skin]n_pešniŋgilima[rodent]n,4,pešniŋgilima,12,55
kuš[skin]n_pešniŋgilima[rodent]n,kuš[skin]n_pešsilagaz[rodent]n,3,rodent,6,55
kuš[skin]n_pešsilagaz[rodent]n,kuš[skin]n_ninka[mongoose]n,2,skin,4,55
kuš[skin]n_ninka[mongoose]n,kuš[skin]n_ninkamašmaš[rodent]n,2,ninka,5,55
kuš[skin]n_ninkamašmaš[rodent]n,lala[straps]n,0,s,1,NA
lala[straps]n,har[ring]n_lala[straps]n,2,straps,6,56
har[ring]n_lala[straps]n,murub[middle]n_lala[straps]n,2,straps,6,56
murub[middle]n_lala[straps]n,šeršer[chain]n,0,i,1,NA
šeršer[chain]n,har[ring]n_šeršer[chain]n,2,šeršer,6,57
har[ring]n_šeršer[chain]n,murub[middle]n_šeršer[chain]n,2,šeršer,6,57
murub[middle]n_šeršer[chain]n,aŋala[sack]n,0,a,1,NA
aŋala[sack]n,ummud[waterskin]n,0,a,1,NA
ummud[waterskin]n,lub[bag]n,0,a,1,NA
lub[bag]n,lub[bag]n_sumun[vessel]n,2,bag,3,58
lub[bag]n_sumun[vessel]n,lub[bag]n_iŋeš[oil]n,2,bag,3,58
lub[bag]n_iŋeš[oil]n,mašlum[bucket]n,0,lu,2,NA
mašlum[bucket]n,{kuš}pa-nam[na]na_x[na]na,0,š,1,NA
{kuš}pa-nam[na]na_x[na]na,duggan[bag]n,0,u,1,NA
duggan[bag]n,duggan[bag]n_kug[metal]n,2,duggan,6,59
duggan[bag]n_kug[metal]n,duggan[bag]n_kugan[metal]n,3,duggan,6,59
duggan[bag]n_kugan[metal]n,duggan[bag]n_mun[salt]v/i,2,duggan,6,59
duggan[bag]n_mun[salt]v/i,duggan[bag]n_naŋa[potash]n,2,duggan,6,59
duggan[bag]n_naŋa[potash]n,duggan[bag]n_gazi[condiment]n,2,duggan,6,59
duggan[bag]n_gazi[condiment]n,duggan[bag]n_zid[flour]n,2,duggan,6,59
duggan[bag]n_zid[flour]n,duggan[bag]n_gidubak[stylus]n,2,duggan,6,59
duggan[bag]n_gidubak[stylus]n,niŋna[bag]n,1,bag,3,59
niŋna[bag]n,kadu[cover]n_niŋna[bag]n,2,niŋna,5,59
kadu[cover]n_niŋna[bag]n,kadu[cover]n,2,cover,5,59
kadu[cover]n,tun[container]n,0,co,2,NA
tun[container]n,tun[container]n_šuʾi[barber]n,2,container,9,60
tun[container]n_šuʾi[barber]n,tun[container]n_muhaldim[cook]n,2,container,9,60
tun[container]n_muhaldim[cook]n,tun[container]n_azu[doctor]n,2,container,9,60
tun[container]n_azu[doctor]n,tun[container]n_gidubak[stylus]n,2,container,9,60
tun[container]n_gidubak[stylus]n,suhub[boots]n,0,ub,2,NA
suhub[boots]n,suhub[boots]n_munus[woman]n,2,boots,5,61
suhub[boots]n_munus[woman]n,suhub[boots]n_eban[pair]n,2,boots,5,61
suhub[boots]n_eban[pair]n,esir[shoe]n,0,s,1,NA
esir[shoe]n,esir[shoe]n_munus[woman]n,2,shoe,4,62
esir[shoe]n_munus[woman]n,esir[shoe]n_duh[loosen]v/t,2,shoe,4,62
esir[shoe]n_duh[loosen]v/t,esir[shoe]n_eban[pair]n,2,shoe,4,62
esir[shoe]n_eban[pair]n,guru[shield]n,0,sh,2,NA
guru[shield]n,guru[shield]n_da-gud[na]na,2,shield,6,63
guru[shield]n_da-gud[na]na,guru[shield]n_kun[tail]n,2,shield,6,63
guru[shield]n_kun[tail]n,guru[shield]n_huduš[status]n,2,shield,6,63
guru[shield]n_huduš[status]n,guru[shield]n_siki[hair]n_zid[right]v/i,2,shield,6,63
guru[shield]n_siki[hair]n_zid[right]v/i,guru[shield]n_ur[roof]n,2,shield,6,63
guru[shield]n_ur[roof]n,šikum[leather-object]n_kuš[skin]n_su[red]v/i_sig[put]v/t,0,l,1,NA
šikum[leather-object]n_kuš[skin]n_su[red]v/i_sig[put]v/t,šikum[leather-object]n_kuš[skin]n_dušia[stone]n_sig[put]v/t,6,leather-object,14,64
šikum[leather-object]n_kuš[skin]n_dušia[stone]n_sig[put]v/t,marinum[screen]n,0,um,2,NA
marinum[screen]n,garig[comb]n,0,ari,3,65
garig[comb]n,baranše[goad]n,0,ar,2,NA
baranše[goad]n,zagbar[scraps]n,0,bar,3,66
zagbar[scraps]n,ibla[belt]n,0,b,1,NA
ibla[belt]n,ibla[belt]n_su[red]v/i,2,belt,4,67
ibla[belt]n_su[red]v/i,ibla[belt]n_gunu[speckled]v/i,2,belt,4,67
ibla[belt]n_gunu[speckled]v/i,{kuš}x[na]na_gunu[speckled]v/i,2,speckled,8,67
{kuš}x[na]na_gunu[speckled]v/i,dalu[object]n,0,ec,2,NA
dalu[object]n,e[house]n_dalu[object]n,2,object,6,68
e[house]n_dalu[object]n,dabašin[object]n,1,object,6,68
dabašin[object]n,e[house]n_dabašin[object]n,2,dabašin,7,68
e[house]n_dabašin[object]n,hululum[object]n,1,object,6,68
hululum[object]n,e[house]n_hululum[object]n,2,hululum,7,68
e[house]n_hululum[object]n,kababum[shield]n,0,um,2,NA
kababum[shield]n,e[house]n_kababum[shield]n,2,kababum,7,69
e[house]n_kababum[shield]n,katab[lid]n_anše[equid]n,0,ka,2,NA
katab[lid]n_anše[equid]n,gutab[collar]n_anše[equid]n,2,equid,5,70
gutab[collar]n_anše[equid]n,igitab[blinkers]n_anše[equid]n,2,equid,5,70
igitab[blinkers]n_anše[equid]n,kiritab[bridle]n_anše[equid]n,2,equid,5,70
kiritab[bridle]n_anše[equid]n,usan[whip]n,0,an,2,NA
usan[whip]n,usan[whip]n_la[hang]v/t,2,whip,4,71
usan[whip]n_la[hang]v/t,ka.usan₃[~whip]n,1,whip,4,71
ka.usan₃[~whip]n,amaʾusan[~whip]n,1,whip,4,71
amaʾusan[~whip]n,heše[oppressed]v/i_de[bring]v/t,0,p,1,NA
heše[oppressed]v/i_de[bring]v/t,imkid[piece]n,0,p,1,NA
imkid[piece]n,sa[binding]n_ur[root]n,0,i,1,NA
sa[binding]n_ur[root]n,sa[binding]n_pa[branch]n,2,binding,7,72
sa[binding]n_pa[branch]n,saŋkešed[strap]n,0,ra,2,NA
saŋkešed[strap]n,bareda[strap]n,1,strap,5,73
bareda[strap]n,daba[strap]n,1,strap,5,73
daba[strap]n,asi[strap]n,1,strap,5,73
asi[strap]n,asi[strap]n_gal[big]v/i,2,strap,5,73
asi[strap]n_gal[big]v/i,kuš-|ab₂×še|[na]na,0,a,1,NA
kuš-|ab₂×še|[na]na,ub[drum]n,0,u,1,NA
ub[drum]n,{kuš}bar-sim(nam)[na]na,0,u,1,NA
{kuš}bar-sim(nam)[na]na,nunuz[egg]n,0,n,1,NA
nunuz[egg]n,{kuš}x[na]na_la[hang]v/t,0,g,1,NA
{kuš}x[na]na_la[hang]v/t,kuš[skin]n_arina[madder]n_gu[eat]v/t,0,kuš,3,74
kuš[skin]n_arina[madder]n_gu[eat]v/t,kuš[skin]n_arina[madder]n_gu[eat]v/t,6,madder,6,74
kuš[skin]n_arina[madder]n_gu[eat]v/t,kuš[skin]n_aŋarak[fluid]n_gu[eat]v/t,4,skin,4,74
kuš[skin]n_aŋarak[fluid]n_gu[eat]v/t,kuš[skin]n_aŋarak[fluid]n_gu[eat]v/t,6,aŋarak,6,74
kuš[skin]n_aŋarak[fluid]n_gu[eat]v/t,kuš[skin]n_hi[mix]v/t,2,skin,4,74
kuš[skin]n_hi[mix]v/t,kuš[skin]n_hi[mix]v/t,4,skin,4,74
kuš[skin]n_hi[mix]v/t,niŋŋala[possessions]n,0,s,1,NA
niŋŋala[possessions]n,kuš[skin]n_siki[hair]n_mu[grow]v/t,0,s,1,NA
kuš[skin]n_siki[hair]n_mu[grow]v/t,balaŋ[instrument]n,0,in,2,NA
balaŋ[instrument]n,balaŋdi[instrument]n,1,instrument,10,75
balaŋdi[instrument]n,ala[drum]n,0,rum,3,75
ala[drum]n,zamin[lyre]n,0,r,1,NA
zamin[lyre]n,zimaharu[leather-object]n,0,l,1,NA
zimaharu[leather-object]n,sim[swallow]n,0,im,2,NA
sim[swallow]n,{kuš}bar-sim[na]na,0,sim,3,76
{kuš}bar-sim[na]na,ellaŋ[bead]n_kuš[skin]n,0,kuš,3,76
ellaŋ[bead]n_kuš[skin]n,anna[metal]n,0,e,1,NA
anna[metal]n,anna[metal]n,2,metal,5,77
anna[metal]n,anzah[glass]n,0,an,2,NA
anzah[glass]n,anzah[glass]n_giggi[black]v/i,2,glass,5,78
anzah[glass]n_giggi[black]v/i,anzah[glass]n_babbar[white]v/i,2,glass,5,78
anzah[glass]n_babbar[white]v/i,sudaŋ[metal]n,0,a,1,NA
sudaŋ[metal]n,sudaŋ[metal]n,2,metal,5,79
sudaŋ[metal]n,šembizida[kohl]n,0,da,2,NA
šembizida[kohl]n,šim[aromatics]n_kugsig[gold]n,0,o,1,NA
šim[aromatics]n_kugsig[gold]n,šim[aromatics]n_arina[madder]n,2,aromatics,9,80
šim[aromatics]n_arina[madder]n,x[na]na_x-x-x[na]na,0,NA,0,NA
x[na]na_x-x-x[na]na,šim[aromatics]n_sissig[green]v/i,0,NA,0,NA
šim[aromatics]n_sissig[green]v/i,šim[aromatics]n_sahar[dust]n,2,aromatics,9,81
šim[aromatics]n_sahar[dust]n,piš[bank]n_idlurugu[ordeal-river]n,0,a,1,NA
piš[bank]n_idlurugu[ordeal-river]n,agar[lead]n,0,ea,2,NA
agar[lead]n,x[na]na_agar[lead]n,2,lead,4,82
x[na]na_agar[lead]n,im[clay]n_sahar[dust]n_giggi[black]v/i_kur[mountain]n,0,ar,2,NA
im[clay]n_sahar[dust]n_giggi[black]v/i_kur[mountain]n,im[clay]n_sahar[dust]n_babbar[white]v/i_kur[mountain]n,6,mountain,8,83
im[clay]n_sahar[dust]n_babbar[white]v/i_kur[mountain]n,urud[copper]n,0,ur,2,NA
urud[copper]n,urud[copper]n_niŋkalaga[strong]aj,2,copper,6,84
urud[copper]n_niŋkalaga[strong]aj,urud[copper]n_zarin[low-quality]n,2,copper,6,84
urud[copper]n_zarin[low-quality]n,urud[copper]n_luh[clean]v/t,2,copper,6,84
urud[copper]n_luh[clean]v/t,šen[cauldron]n,0,c,1,NA
šen[cauldron]n,šen[cauldron]n_kug[metal]n,2,cauldron,8,85
šen[cauldron]n_kug[metal]n,šendili[ewer]n,0,šen,3,85
šendili[ewer]n,šen[cauldron]n_utul[tureen]n,0,šen,3,85
šen[cauldron]n_utul[tureen]n,šen[cauldron]n_zahum[basin]n,2,cauldron,8,85
šen[cauldron]n_zahum[basin]n,šen[cauldron]n_zir[slip]n,2,cauldron,8,85
šen[cauldron]n_zir[slip]n,zir[slip]n_ŋar[place]v/t,2,slip,4,85
zir[slip]n_ŋar[place]v/t,šen[cauldron]n_da-hum[na]na,0,l,1,NA
šen[cauldron]n_da-hum[na]na,lubi[ax]n,0,a,1,NA
lubi[ax]n,habuda[hoe]n,0,b,1,NA
habuda[hoe]n,igiŋal[weapon]n,0,e,1,NA
igiŋal[weapon]n,tun[ax]n,0,a,1,NA
tun[ax]n,tun[ax]n_sal[thin]v/i,2,tun,3,86
tun[ax]n_sal[thin]v/i,tun[ax]n_eme[tongue]n_sal[thin]v/i,4,thin,4,86
tun[ax]n_eme[tongue]n_sal[thin]v/i,aga[ax]n,1,ax,2,86
aga[ax]n,aga.dun₃@g.ma[ax]n,1,aga,3,86
aga.dun₃@g.ma[ax]n,agasilig[ax]n,1,aga,3,86
agasilig[ax]n,aga[ax]n_aʾašŋar[ax]n,1,aga,3,86
aga[ax]n_aʾašŋar[ax]n,kušedim[tool]n,0,š,1,NA
kušedim[tool]n,gidim[fork]n,0,dim,3,87
gidim[fork]n,gidim[fork]n_tur[small]v/i,2,gidim,5,87
gidim[fork]n_tur[small]v/i,kin[sickle]n,0,k,1,NA
kin[sickle]n,kin[sickle]n_gal[big]v/i,2,sickle,6,88
kin[sickle]n_gal[big]v/i,kin[sickle]n_aʾašŋar[ax]n,2,sickle,6,88
kin[sickle]n_aʾašŋar[ax]n,niŋdea[mould]n,0,l,1,NA
niŋdea[mould]n,niŋsua[object]n,0,niŋ,3,89
niŋsua[object]n,niŋhia[alloy?]n,0,niŋ,3,89
niŋhia[alloy?]n,niŋgida[rod?]n,0,niŋ,3,89
niŋgida[rod?]n,niŋul[everlasting]n_tag[touch]v/t,0,niŋ,3,89
niŋul[everlasting]n_tag[touch]v/t,niŋdim[object]n,0,niŋ,3,89
niŋdim[object]n,niŋdimdima[form]n,0,niŋdim,6,89
niŋdimdima[form]n,niŋdim[object]n_gul[destroy]v/t,0,niŋdim,6,89
niŋdim[object]n_gul[destroy]v/t,niŋ[thing]n_izi[fire]n_sig[cast]v/t,0,niŋ,3,89
niŋ[thing]n_izi[fire]n_sig[cast]v/t,urud-x-ne[na]na,0,n,1,NA
urud-x-ne[na]na,urud-x-ne-kin[na]na,0,urud-x-ne,9,90
urud-x-ne-kin[na]na,šeršer[chain]n,0,e,1,NA
šeršer[chain]n,har[ring]n_šeršer[chain]n,2,šeršer,6,91
har[ring]n_šeršer[chain]n,murub[middle]n_šeršer[chain]n,2,šeršer,6,91
murub[middle]n_šeršer[chain]n,hemegina[fetters]n,0,e,1,NA
hemegina[fetters]n,{urud}x-gi-na[na]na,0,gi,2,NA
{urud}x-gi-na[na]na,namzaqum[key]n,0,na,2,NA
namzaqum[key]n,gag[nail]n_namzaqum[key]n,2,namzaqum,8,92
gag[nail]n_namzaqum[key]n,mud[stump]n,0,m,1,NA
mud[stump]n,gag[nail]n_mud[stump]n,2,stump,5,93
gag[nail]n_mud[stump]n,gag.suh[nail]n,1,nail,4,93
gag.suh[nail]n,ki.lugal.du[locus]n,0,ga,2,NA
ki.lugal.du[locus]n,kigal[platform]n,0,gal,3,94
kigal[platform]n,niŋdimdima[form]n,0,form,4,94
niŋdimdima[form]n,ki.en.du[watercourse]n,0,r,1,NA
ki.en.du[watercourse]n,zabar[bronze]n,0,r,1,NA
zabar[bronze]n,zabaršu[mirror]n,0,zabar,5,95
zabaršu[mirror]n,dug[pot]n,0,o,1,NA
dug[pot]n,zabar[bronze]n_ga[milk]n,0,o,1,NA
zabar[bronze]n_ga[milk]n,mud[jar]n,0,r,1,NA
mud[jar]n,magur[barge]n,0,ar,2,NA
magur[barge]n,zabar[bronze]n_hi[mix]v/t,0,b,1,NA
zabar[bronze]n_hi[mix]v/t,šaʾuša[lance]n,0,n,1,NA
šaʾuša[lance]n,šušŋar[vessel]n,0,uš,2,NA
šušŋar[vessel]n,šu-im-ba{zabar}[na]na,0,šu,2,NA
šu-im-ba{zabar}[na]na,amam[jar]n,0,a,1,NA
amam[jar]n,anzam[vessel]n,0,am,2,NA
anzam[vessel]n,ub[drum]n,0,NA,0,NA
ub[drum]n,ub[drum]n_ama[chamber]n,2,drum,4,96
ub[drum]n_ama[chamber]n,hazin[ax]n,0,a,1,NA
hazin[ax]n,hazin[ax]n_arhuš[womb]n,2,hazin,5,97
hazin[ax]n_arhuš[womb]n,hazin[ax]n_gu[neck]n_tum[dove]n,2,hazin,5,97
hazin[ax]n_gu[neck]n_tum[dove]n,hazin[ax]n_gu[neck]n_bir[locust]n,4,hazin,5,97
hazin[ax]n_gu[neck]n_bir[locust]n,maqtarum[object]n,0,ec,2,NA
maqtarum[object]n,zahada[ax]n,0,a,1,NA
zahada[ax]n,šumme[saw]n,0,a,1,NA
šumme[saw]n,šumme[saw]n_tur[small]v/i,2,šumme,5,98
šumme[saw]n_tur[small]v/i,bulug[needle]n,0,l,1,NA
bulug[needle]n,bulug[needle]n_šu[hand]n,2,needle,6,99
bulug[needle]n_šu[hand]n,bulug.kin.gur₄[lancet]n,0,bulug,5,99
bulug.kin.gur₄[lancet]n,bulug[needle]n_harran[tool]n,0,bulug,5,99
bulug[needle]n_harran[tool]n,bulug[needle]n_gigir[chariot]n,2,needle,6,99
bulug[needle]n_gigir[chariot]n,bulug[needle]n_šu[hand]n_sud₂-a{zabar}[na]na,2,needle,6,99
bulug[needle]n_šu[hand]n_sud₂-a{zabar}[na]na,niŋ[thing]n_bur[grass]n,0,bu,2,NA
niŋ[thing]n_bur[grass]n,ir[peg]n,0,g,1,NA
ir[peg]n,nun[object]n,0,e,1,NA
nun[object]n,dim[post]n,0,o,1,NA
dim[post]n,šem[drum]n,0,m,1,NA
šem[drum]n,meze[drum]n,1,drum,4,100
meze[drum]n,lilis[instrument]n,0,rum,3,100
lilis[instrument]n,ŋiri[dagger]n,0,e,1,NA
ŋiri[dagger]n,ŋiri[dagger]n_šuʾi[barber]n,2,dagger,6,101
ŋiri[dagger]n_šuʾi[barber]n,ŋiri[dagger]n_ad.kid[weaver]n,2,dagger,6,101
ŋiri[dagger]n_ad.kid[weaver]n,ŋiri[dagger]n_ašgab[leatherworker]n,2,dagger,6,101
ŋiri[dagger]n_ašgab[leatherworker]n,ŋiri[dagger]n_gi[reed]n_zu[tooth]n,2,dagger,6,101
ŋiri[dagger]n_gi[reed]n_zu[tooth]n,ŋiri[dagger]n_sumun[old]v/i,2,dagger,6,101
ŋiri[dagger]n_sumun[old]v/i,ŋiri[dagger]n_ur[root]n,2,dagger,6,101
ŋiri[dagger]n_ur[root]n,ŋiri[dagger]n_gud[ox]n_gaz[kill]v/t,2,dagger,6,101
ŋiri[dagger]n_gud[ox]n_gaz[kill]v/t,ŋiri[dagger]n_zu[tooth]n_x{zabar}[na]na,2,dagger,6,101
ŋiri[dagger]n_zu[tooth]n_x{zabar}[na]na,tuditum[toggle-pin]n,0,gg,2,NA
tuditum[toggle-pin]n,kamkammatum[earring]n,0,tum,3,102
kamkammatum[earring]n,ašme[radiance]n,0,r,1,NA
ašme[radiance]n,ugunu[decoration]n,0,ra,2,NA
ugunu[decoration]n,ubur[breast]n_ugunu[decoration]n,2,decoration,10,103
ubur[breast]n_ugunu[decoration]n,lammar[deity]n,0,de,2,NA
lammar[deity]n,alan[statue]n,0,la,2,NA
alan[statue]n,šukur[lance]n,0,a,1,NA
šukur[lance]n,dala[thorn]n,0,n,1,NA
dala[thorn]n,šugur[ring]n,0,r,1,NA
šugur[ring]n,ešgur[ring]n,1,ring,4,104
ešgur[ring]n,har[ring]n,1,ring,4,104
har[ring]n,har[ring]n_šu[hand]n,2,ring,4,104
har[ring]n_šu[hand]n,har[ring]n_ŋiri[foot]n,2,ring,4,104
har[ring]n_ŋiri[foot]n,har[ring]n_gal[big]v/i,2,ring,4,104
har[ring]n_gal[big]v/i,har[ring]n_ib[hips]n,2,ring,4,104
har[ring]n_ib[hips]n,hubdum[object]n,0,h,1,NA
hubdum[object]n,kugbabbar[silver]n,0,e,1,NA
kugbabbar[silver]n,kugbabbar[silver]n_kalag[strong]v/i,2,kugbabbar,9,105
kugbabbar[silver]n_kalag[strong]v/i,kugbabbar[silver]n_agar[lead]n,2,kugbabbar,9,105
kugbabbar[silver]n_agar[lead]n,kugbabbar[silver]n_utud[bear]v/t,2,kugbabbar,9,105
kugbabbar[silver]n_utud[bear]v/t,kugbabbar[silver]n_gurum[inspection]n_ak[do]v/t,2,kugbabbar,9,105
kugbabbar[silver]n_gurum[inspection]n_ak[do]v/t,kugbabbar[silver]n_pad[break]v/t,2,kugbabbar,9,105
kugbabbar[silver]n_pad[break]v/t,tuditum[toggle-pin]n_kugbabbar[silver]n,2,kugbabbar,9,105
tuditum[toggle-pin]n_kugbabbar[silver]n,kamkammatum[earring]n_kugbabbar[silver]n,2,kugbabbar,9,105
kamkammatum[earring]n_kugbabbar[silver]n,ašme[radiance]n_kugbabbar[silver]n,2,kugbabbar,9,105
ašme[radiance]n_kugbabbar[silver]n,usakar[moon]n_kugbabbar[silver]n,2,kugbabbar,9,105
usakar[moon]n_kugbabbar[silver]n,ugunu[decoration]n_kugbabbar[silver]n,2,kugbabbar,9,105
ugunu[decoration]n_kugbabbar[silver]n,ubur[breast]n_ugunu[decoration]n_kugbabbar[silver]n,4,decoration,10,105
ubur[breast]n_ugunu[decoration]n_kugbabbar[silver]n,lammar[deity]n_kugbabbar[silver]n,2,kugbabbar,9,105
lammar[deity]n_kugbabbar[silver]n,alan[statue]n_kugbabbar[silver]n,2,kugbabbar,9,105
alan[statue]n_kugbabbar[silver]n,šugur[ring]n_kugbabbar[silver]n,2,kugbabbar,9,105
šugur[ring]n_kugbabbar[silver]n,ešgur[ring]n_kugbabbar[silver]n,3,kugbabbar,9,105
ešgur[ring]n_kugbabbar[silver]n,šukur[lance]n_kugbabbar[silver]n,2,kugbabbar,9,105
šukur[lance]n_kugbabbar[silver]n,dala[thorn]n_kugbabbar[silver]n,2,kugbabbar,9,105
dala[thorn]n_kugbabbar[silver]n,har[ring]n_kugbabbar[silver]n,2,kugbabbar,9,105
har[ring]n_kugbabbar[silver]n,har[ring]n_šu[hand]n_kugbabbar[silver]n,4,kugbabbar,9,105
har[ring]n_šu[hand]n_kugbabbar[silver]n,har[ring]n_ŋiri[foot]n_kugbabbar[silver]n,4,kugbabbar,9,105
