line_a,line_b,overlap,kmer,k,section
eštub[na]na_sig{ku₆}[na]na,eštub[na]na_šeš{ku₆}[na]na,1,eštub,5,47
eštub[na]na_šeš{ku₆}[na]na,unknown,0,u,1,NA
unknown,saŋ-ki{ku₆}[na]na,0,k,1,NA
saŋ-ki{ku₆}[na]na,durahnita[fish]n,0,u,1,NA
durahnita[fish]n,abalaʾe[fish]n,1,fish,4,48
abalaʾe[fish]n,izi[fish]n,1,fish,4,48
izi[fish]n,šeš[fish]n,1,fish,4,48
šeš[fish]n,lu₂.ulu₃.ga₂[fish]n,1,fish,4,48
lu₂.ulu₃.ga₂[fish]n,adamin[fish]n,1,fish,4,48
adamin[fish]n,ugudil[fish]n,1,fish,4,48
ugudil[fish]n,ugudil[fish]n,2,ugudil,6,48
ugudil[fish]n,adarhub[fish]n,1,fish,4,48
adarhub[fish]n,agargara[fish]n,1,fish,4,48
agargara[fish]n,agargarasila[fish]n,1,agargara,8,48
agargarasila[fish]n,agargara[fish]n_eštub[carp]n,1,agargara,8,48
agargara[fish]n_eštub[carp]n,agargara[fish]n_ab[sea]n,2,agargara,8,48
agargara[fish]n_ab[sea]n,agargara[fish]n_barhuš[fish]n,2,agargara,8,48
agargara[fish]n_barhuš[fish]n,agargara[fish]n_tur[small]v/i,3,agargara,8,48
agargara[fish]n_tur[small]v/i,gir[fish]n,1,fish,4,48
gir[fish]n,giršu[fish]n,1,fish,4,48
giršu[fish]n,girgid[fish]n,1,fish,4,48
girgid[fish]n,gir[fish]n_ab[sea]n,1,fish,4,48
gir[fish]n_ab[sea]n,absuhur[carp]n,0,ab,2,NA
absuhur[carp]n,nindaʾabsuhur[fish]n,0,absuhur,7,49
nindaʾabsuhur[fish]n,kiŋ[fish]n,1,fish,4,49
kiŋ[fish]n,kiŋtur[toad]n,0,kiŋ,3,49
kiŋtur[toad]n,kaskas[fish]n,0,k,1,NA
kaskas[fish]n,kassura[fish]n,1,fish,4,50
kassura[fish]n,dubsar[fish]n,1,fish,4,50
dubsar[fish]n,in-x{ku₆}[na]na,0,u,1,NA
in-x{ku₆}[na]na,unknown,0,u,1,NA
unknown,x{ku₆}[na]na,0,k,1,NA
x{ku₆}[na]na,mur[fish]n,0,u,1,NA
mur[fish]n,musa[fish]n,1,fish,4,51
musa[fish]n,gamar[fish]n,1,fish,4,51
gamar[fish]n,kar₂{ku₆}[na]na,0,ar,2,NA
kar₂{ku₆}[na]na,esir[fish]n,0,r,1,NA
esir[fish]n,gal{ku₆}[na]na,0,NA,0,NA
gal{ku₆}[na]na,šum[fish]n,0,u,1,NA
šum[fish]n,nunuz[egg]n_kud[fish]n,1,fish,4,52
nunuz[egg]n_kud[fish]n,nu{ku₆}[na]na,0,nu,2,NA
nu{ku₆}[na]na,bar[fish]n,0,NA,0,NA
bar[fish]n,udtab[fish]n,1,fish,4,53
udtab[fish]n,šagbar[fish]n,1,fish,4,53
šagbar[fish]n,šagluha[fish]n,1,fish,4,53
šagluha[fish]n,zubud[fish]n,1,fish,4,53
zubud[fish]n,ha@t{ku₆}[na]na,0,u,1,NA
ha@t{ku₆}[na]na,du[fish]n,0,u,1,NA
du[fish]n,muš[fish]n,1,fish,4,54
muš[fish]n,gur[fish]n,1,fish,4,54
gur[fish]n,ne-x-ma{ku₆}[na]na,0,u,1,NA
ne-x-ma{ku₆}[na]na,šeš₂{ku₆}[na]na,0,{ku₆},5,55
šeš₂{ku₆}[na]na,šeŋ[cook]v/t_kud[fish]n,0,še,2,NA
šeŋ[cook]v/t_kud[fish]n,hab[malodorous]v/i_kud[fish]n,2,fish,4,56
hab[malodorous]v/i_kud[fish]n,ni₂-x-la-ga{ku₆}[na]na,0,ku,2,NA
ni₂-x-la-ga{ku₆}[na]na,nigugu[fish]n,0,ni,2,NA
nigugu[fish]n,laga[slag]n,0,s,1,NA
laga[slag]n,ubi[fish]n,0,s,1,NA
ubi[fish]n,ubi[fish]n_ab[sea]n,2,fish,4,57
ubi[fish]n_ab[sea]n,alusa[sauce]n_kud[fish]n,1,fish,4,57
alusa[sauce]n_kud[fish]n,alusa[sauce]n_mur-ra[na]na_kud[fish]n,4,sauce,5,57
alusa[sauce]n_mur-ra[na]na_kud[fish]n,alusa[sauce]n_si-ga[na]na_kud[fish]n,4,sauce,5,57
alusa[sauce]n_si-ga[na]na_kud[fish]n,guz[crush]v/i_kud[fish]n,2,fish,4,57
guz[crush]v/i_kud[fish]n,gaz[kill]v/t_kud[fish]n,2,fish,4,57
gaz[kill]v/t_kud[fish]n,u[goose]n,0,s,1,NA
u[goose]n,ubi[bird]n,0,u,1,NA
ubi[bird]n,ezi[bird]n,1,bird,4,58
ezi[bird]n,azagun[bird]n,1,bird,4,58
azagun[bird]n,misaz[bird]n,1,bird,4,58
misaz[bird]n,gambi[crane]n,0,r,1,NA
gambi[crane]n,dar[bird]n,0,r,1,NA
dar[bird]n,darlugal[rooster]n,0,dar,3,59
darlugal[rooster]n,darzizi[bird]n,0,dar,3,59
darzizi[bird]n,dar[bird]n_meluhha[1]gn,1,bird,4,59
dar[bird]n_meluhha[1]gn,gamgam[bird]n,1,bird,4,59
gamgam[bird]n,šaghab[bird]n,1,bird,4,59
šaghab[bird]n,buru[bird]n,1,bird,4,59
buru[bird]n,buruhur[bird]n,1,bird,4,59
buruhur[bird]n,buru[bird]n_nita[male]n,1,bird,4,59
buru[bird]n_nita[male]n,uga[raven]n,0,r,1,NA
uga[raven]n,uga[raven]n_numun[seed]n,2,raven,5,60
uga[raven]n_numun[seed]n,zupiš[bird]n,0,r,1,NA
zupiš[bird]n,kasukudra[bird]n,1,bird,4,61
kasukudra[bird]n,šulu[bird]n,1,bird,4,61
šulu[bird]n,irihulua[bird]n,1,bird,4,61
irihulua[bird]n,ukuku[bird]n,1,bird,4,61
ukuku[bird]n,ukukubaʾuš[bird]n,1,ukuku,5,61
ukukubaʾuš[bird]n,ninninnata[bird]n,1,bird,4,61
ninninnata[bird]n,ninninnamaš[bird]n,1,ninninna,8,61
ninninnamaš[bird]n,anzud[eagle]n,0,a,1,NA
anzud[eagle]n,nunuz[egg]n_anzud[eagle]n,2,eagle,5,62
nunuz[egg]n_anzud[eagle]n,amar[young]n_anzud[eagle]n,2,eagle,5,62
amar[young]n_anzud[eagle]n,surdu[falcon]n,0,o,1,NA
surdu[falcon]n,surdu[falcon]n,2,falcon,6,63
surdu[falcon]n,bazbaz[bird]n,0,NA,0,NA
bazbaz[bird]n,bazbaz[bird]n_niga[fattened]v/i,2,bazbaz,6,64
bazbaz[bird]n_niga[fattened]v/i,bazbaz[bird]n_niga[fattened]v/i_sag[rare]v/i,4,fattened,8,64
bazbaz[bird]n_niga[fattened]v/i_sag[rare]v/i,nunuz[egg]n_bazbaz[bird]n,2,bazbaz,6,64
nunuz[egg]n_bazbaz[bird]n,amar[young]n_bazbaz[bird]n,2,bazbaz,6,64
amar[young]n_bazbaz[bird]n,inimbalbal[bird]n,1,bird,4,64
inimbalbal[bird]n,igira[heron]n,0,r,1,NA
igira[heron]n,sipad[bird]n,0,r,1,NA
sipad[bird]n,lu{mušen}[na]na,0,NA,0,NA
lu{mušen}[na]na,šed[bird]n,0,še,2,NA
šed[bird]n,ŋi[bird]n,1,bird,4,65
ŋi[bird]n,ku{mušen}[na]na,0,NA,0,NA
ku{mušen}[na]na,buru[sparrow]n,0,u,1,NA
buru[sparrow]n,buruhur[bird]n,0,buru,4,66
buruhur[bird]n,burunita[bird]n,1,bird,4,66
burunita[bird]n,burugizi[bird]n,1,bird,4,66
burugizi[bird]n,burukarkid[bird]n,1,bird,4,66
burukarkid[bird]n,buruʾugudu[bird]n,1,bird,4,66
buruʾugudu[bird]n,burusim[bird]n,1,bird,4,66
burusim[bird]n,buruzuluma[bird]n,1,bird,4,66
buruzuluma[bird]n,buruhabrudak[bird]n,1,bird,4,66
buruhabrudak[bird]n,buruʾedinak[bird]n,1,bird,4,66
buruʾedinak[bird]n,burusigsig[bird]n,1,bird,4,66
burusigsig[bird]n,burubadbadra[bird]n,1,bird,4,66
burubadbadra[bird]n,hamun[bird]n,1,bird,4,66
hamun[bird]n,ti[bird]n,1,bird,4,66
ti[bird]n,tiʾuz[bird]n,1,bird,4,66
tiʾuz[bird]n,uz[duck]n,0,uz,2,NA
uz[duck]n,uzgi[bird]n,0,uz,2,NA
uzgi[bird]n,uz[duck]n_babbar[white]v/i,0,uz,2,NA
uz[duck]n_babbar[white]v/i,uz[duck]n_kukkug[dark]v/i,2,duck,4,67
uz[duck]n_kukkug[dark]v/i,kislah[bird]n,0,d,1,NA
kislah[bird]n,udŋeš[bird]n,1,bird,4,68
udŋeš[bird]n,riŋeš[bird]n,1,bird,4,68
riŋeš[bird]n,kib[bird]n,1,bird,4,68
kib[bird]n,kibšu[bird]n,1,bird,4,68
kibšu[bird]n,kibninka[bird]n,1,bird,4,68
kibninka[bird]n,kibninkamašmaš[bird]n,1,kibninka,8,68
kibninkamašmaš[bird]n,heʾuš[bird]n,1,bird,4,68
heʾuš[bird]n,tar[bird]n,1,bird,4,68
tar[bird]n,irkun[bird]n,1,bird,4,68
irkun[bird]n,irir[bird]n,1,bird,4,68
irir[bird]n,iriršita[bird]n,1,bird,4,68
iriršita[bird]n,bir[locust]n,0,ir,2,NA
bir[locust]n,sim[swallow]n,0,lo,2,NA
sim[swallow]n,guddu[bird]n,0,NA,0,NA
guddu[bird]n,igiguddu[bird]n,1,guddu,5,69
igiguddu[bird]n,igiŋeštinak[bird]n,1,bird,4,69
igiŋeštinak[bird]n,niŋ₂.ga.mu.du.um[bird]n,1,bird,4,69
niŋ₂.ga.mu.du.um[bird]n,bantum[bird]n,1,bird,4,69
bantum[bird]n,altirigu[wren]n,0,r,1,NA
altirigu[wren]n,kirkir[bird]n,0,ir,2,NA
kirkir[bird]n,dubdubu[bird]n,1,bird,4,70
dubdubu[bird]n,ŋešbur[wasp]n,0,bu,2,NA
ŋešbur[wasp]n,esig[bird]n,0,e,1,NA
esig[bird]n,lilibisig[stork]n,0,sig,3,71
lilibisig[stork]n,giriššitana[bird]n,0,r,1,NA
giriššitana[bird]n,ganu[bird]n,1,bird,4,72
ganu[bird]n,nunuz[egg]n_ganu[bird]n,2,bird,4,72
nunuz[egg]n_ganu[bird]n,amar[young]n_ganu[bird]n,2,bird,4,72
amar[young]n_ganu[bird]n,gakid[bird]n,1,bird,4,72
gakid[bird]n,tigidlu[bird]n,1,bird,4,72
tigidlu[bird]n,ŋirpap[bird]n,1,bird,4,72
ŋirpap[bird]n,ŋirmul[bird]n,1,bird,4,72
ŋirmul[bird]n,ŋirbabbar[bird]n,1,bird,4,72
ŋirbabbar[bird]n,kirbabbar[bird]n,1,irbabbar,8,72
kirbabbar[bird]n,haya[peacock]n,0,a,1,NA
haya[peacock]n,kurgi[goose]n,0,o,1,NA
kurgi[goose]n,kurgi[goose]n_šu[hand]n_ur[drag]v/t,2,goose,5,73
kurgi[goose]n_šu[hand]n_ur[drag]v/t,um[bird]n,0,d,1,NA
um[bird]n,umgidu[bird]n,1,bird,4,74
umgidu[bird]n,usim[bird]n,1,bird,4,74
usim[bird]n,uhur[bird]n,1,bird,4,74
uhur[bird]n,udar[bird]n,1,bird,4,74
udar[bird]n,utum[bird]n,1,bird,4,74
utum[bird]n,arabu[bird]n,1,bird,4,74
arabu[bird]n,aramin[bird]n,1,bird,4,74
aramin[bird]n,tum[dove]n,0,d,1,NA
tum[dove]n,tumgur[bird]n,0,tum,3,75
tumgur[bird]n,tumibi[bird]n,1,bird,4,75
tumibi[bird]n,irsaŋ[pigeon]n,0,i,1,NA
irsaŋ[pigeon]n,amarsaŋ[dove]n,0,rsaŋ,4,76
amarsaŋ[dove]n,sudin[bat]n,0,s,1,NA
sudin[bat]n,arkab[bat]n,1,bat,3,77
arkab[bat]n,girgilum[bird]n,0,b,1,NA
girgilum[bird]n,arak[bird]n,1,bird,4,78
arak[bird]n,bizazagubalaŋdikargirzana[bird]n,1,bird,4,78
bizazagubalaŋdikargirzana[bird]n,nunuz[egg]n_mušen[bird]n,1,bird,4,78
nunuz[egg]n_mušen[bird]n,amar[young]n_mušen[bird]n,2,mušen,5,78
amar[young]n_mušen[bird]n,siki[hair]n,0,ir,2,NA
siki[hair]n,siki[hair]n_zarin[low-quality]n,2,hair,4,79
siki[hair]n_zarin[low-quality]n,siki[hair]n_sag[rare]v/i,2,hair,4,79
siki[hair]n_sag[rare]v/i,siki[hair]n_gu[neck]n_udu[sheep]n,2,hair,4,79
siki[hair]n_gu[neck]n_udu[sheep]n,siki[hair]n_gubar[nape]n,2,hair,4,79
siki[hair]n_gubar[nape]n,siki[hair]n_bar[outside]v/t_udu[sheep]n_ug[die]v/t,2,hair,4,79
siki[hair]n_bar[outside]v/t_udu[sheep]n_ug[die]v/t,siki[hair]n_šid[na]na,2,hair,4,79
siki[hair]n_šid[na]na,siki[hair]n_šudum[warp]n,2,hair,4,79
siki[hair]n_šudum[warp]n,siki[hair]n_igi[eye]n_saŋ[choose]v/t,2,hair,4,79
siki[hair]n_igi[eye]n_saŋ[choose]v/t,siki[hair]n_igisaŋ[choose]v/t,3,choose,6,79
siki[hair]n_igisaŋ[choose]v/t,unknown,0,o,1,NA
unknown,siki[hair]n_mug[wool]n,0,w,1,NA
siki[hair]n_mug[wool]n,siki[hair]n_mug[wool]n_hulu[bad]v/i,4,hair,4,80
siki[hair]n_mug[wool]n_hulu[bad]v/i,unknown,0,o,1,NA
unknown,siki[hair]n_hi[mix]v/t,0,k,1,NA
siki[hair]n_hi[mix]v/t,siki[hair]n_hi[mix]v/t,4,hair,4,81
siki[hair]n_hi[mix]v/t,siki[hair]n_dub[knee]n_ak[do]v/t,2,hair,4,81
siki[hair]n_dub[knee]n_ak[do]v/t,siki[hair]n_hubuš[crush]v/t_ak[do]v/t,4,hair,4,81
siki[hair]n_hubuš[crush]v/t_ak[do]v/t,siki[hair]n_šagsig[weft]n,2,hair,4,81
siki[hair]n_šagsig[weft]n,siki[hair]n_šagsig[weft]n_tab[double]v/t,4,šagsig,6,81
siki[hair]n_šagsig[weft]n_tab[double]v/t,siki[hair]n_šagsig[weft]n_nu[spin]v/t,4,šagsig,6,81
siki[hair]n_šagsig[weft]n_nu[spin]v/t,siki[hair]n_gal[big]v/i,2,hair,4,81
siki[hair]n_gal[big]v/i,siki[hair]n_gal[big]v/i,4,hair,4,81
siki[hair]n_gal[big]v/i,siki[hair]n_bar[outside]v/t_gal[big]v/i,4,hair,4,81
siki[hair]n_bar[outside]v/t_gal[big]v/i,siki[hair]n_gu[cord]n_kešed[bind]v/t,2,hair,4,81
siki[hair]n_gu[cord]n_kešed[bind]v/t,siki[hair]n_gu[cord]n_kešed[bind]v/t_tab[double]v/t,6,kešed,5,81
siki[hair]n_gu[cord]n_kešed[bind]v/t_tab[double]v/t,siki[hair]n_tahhum[replacement]n,2,hair,4,81
siki[hair]n_tahhum[replacement]n,siki[hair]n_kur[mountain]n,2,hair,4,81
siki[hair]n_kur[mountain]n,siki[hair]n_mar.tu[westerner]n,2,hair,4,81
siki[hair]n_mar.tu[westerner]n,siki[hair]n_uri[akkad]gn,2,hair,4,81
siki[hair]n_uri[akkad]gn,siki[hair]n_subir[1]gn,2,hair,4,81
siki[hair]n_subir[1]gn,siki[hair]n_sam[price]n,2,hair,4,81
siki[hair]n_sam[price]n,siki[hair]n_šakanka[market]n,2,hair,4,81
siki[hair]n_šakanka[market]n,siki[hair]n_šid-x[na]na,2,hair,4,81
siki[hair]n_šid-x[na]na,siki[hair]n_x[na]na,2,hair,4,81
siki[hair]n_x[na]na,siki[hair]n_x[na]na,3,hair,4,81
siki[hair]n_x[na]na,unknown,0,k,1,NA
unknown,tug[textile]n,0,u,1,NA
tug[textile]n,šutur[garment]n,0,tu,2,NA
šutur[garment]n,tug[textile]n_dun[warp]v/t,0,ar,2,NA
tug[textile]n_dun[warp]v/t,tug[textile]n_tuku[beat]v/t,2,textile,7,82
tug[textile]n_tuku[beat]v/t,tug[textile]n_ib[hips]n_peš[thick]v/i,2,textile,7,82
tug[textile]n_ib[hips]n_peš[thick]v/i,tug[textile]n_x[na]na_x[na]na,2,textile,7,82
tug[textile]n_x[na]na_x[na]na,unknown,0,u,1,NA
unknown,tug[textile]n_šu[hand]n_kud[cut]v/t,0,n,1,NA
tug[textile]n_šu[hand]n_kud[cut]v/t,tug[textile]n_pa[branch]n_kud[cut]v/t,4,textile,7,83
tug[textile]n_pa[branch]n_kud[cut]v/t,tug[textile]n_ur[drag]v/t,2,textile,7,83
tug[textile]n_ur[drag]v/t,tug[textile]n_bir[shred]v/t,2,textile,7,83
tug[textile]n_bir[shred]v/t,tug[textile]n_kal[rare]v/i,2,textile,7,83
tug[textile]n_kal[rare]v/i,tug[textile]n_dun[warp]v/t,2,textile,7,83
tug[textile]n_dun[warp]v/t,tug[textile]n_dala[thorn]n_ur[drag]v/t,2,textile,7,83
tug[textile]n_dala[thorn]n_ur[drag]v/t,tug[textile]n_šukur(|igi.kak|){+gur₈}-ra[na]na,2,textile,7,83
tug[textile]n_šukur(|igi.kak|){+gur₈}-ra[na]na,tug[textile]n_barsig[teasel]n_ur[drag]v/t,2,textile,7,83
tug[textile]n_barsig[teasel]n_ur[drag]v/t,tug[textile]n_kišig[acacia]n_ur[drag]v/t,4,textile,7,83
tug[textile]n_kišig[acacia]n_ur[drag]v/t,tun[lip]n,0,tu,2,NA
tun[lip]n,tun[lip]n_gi₄[na]na,2,lip,3,84
tun[lip]n_gi₄[na]na,tun[lip]n_bur[spread]v/t,2,lip,3,84
tun[lip]n_bur[spread]v/t,tun[lip]n_sur[spin]v/t,2,lip,3,84
tun[lip]n_sur[spin]v/t,tug₂[na]na_zi-x[na]na_tuku[na]na,0,tu,2,NA
tug₂[na]na_zi-x[na]na_tuku[na]na,tug[textile]n_dug[speak]v/t,0,tug,3,85
tug[textile]n_dug[speak]v/t,tug[textile]n_a[water]n_gi[turn]v/i,2,textile,7,85
tug[textile]n_a[water]n_gi[turn]v/i,tug[textile]n_sa[sinew]n_gi[turn]v/i,4,textile,7,85
tug[textile]n_sa[sinew]n_gi[turn]v/i,niŋlam[garment]n,0,e,1,NA
niŋlam[garment]n,niŋlam[garment]n_huš[reddish]v/i,2,garment,7,86
niŋlam[garment]n_huš[reddish]v/i,niŋlam[garment]n_us[follow]v/t_zulumhi[sheep]n,2,garment,7,86
niŋlam[garment]n_us[follow]v/t_zulumhi[sheep]n,niŋlam[garment]n_šu₂[na]na_zulumhi[sheep]n_ŋeštug[ear]n_lugal[king]n,4,garment,7,86
niŋlam[garment]n_šu₂[na]na_zulumhi[sheep]n_ŋeštug[ear]n_lugal[king]n,niŋlam[garment]n_elam[1]gn,2,garment,7,86
niŋlam[garment]n_elam[1]gn,niŋlam[garment]n_munus[woman]n_kar[harbor]n,2,garment,7,86
niŋlam[garment]n_munus[woman]n_kar[harbor]n,niŋlam[garment]n_mu-x[na]na,2,garment,7,86
niŋlam[garment]n_mu-x[na]na,šilibka[garment]n,1,garment,7,86
šilibka[garment]n,bardul[garment]n,1,garment,7,86
bardul[garment]n,bardul[garment]n_huš[reddish]v/i,2,garment,7,86
bardul[garment]n_huš[reddish]v/i,bardul[garment]n_šu[hand]n_ur[pluck]v/t,2,garment,7,86
bardul[garment]n_šu[hand]n_ur[pluck]v/t,mura[garment]n,1,garment,7,86
mura[garment]n,tugmudura[mourning-garment]n,0,garment,7,86
tugmudura[mourning-garment]n,tug[textile]n_a[water]n_tu[cvve]v/t,0,tug,3,86
tug[textile]n_a[water]n_tu[cvve]v/t,tug₂-x[na]na_kin[na]na,0,tug,3,86
tug₂-x[na]na_kin[na]na,tug[textile]n_lu[person]n_guz[tufted]v/i_x[na]na,0,tug,3,86
tug[textile]n_lu[person]n_guz[tufted]v/i_x[na]na,tug[textile]n_lu₂-tun₃-tun₃[na]na,2,textile,7,86
tug[textile]n_lu₂-tun₃-tun₃[na]na,tug[textile]n_im[clay]n_su[red]v/i,2,textile,7,86
tug[textile]n_im[clay]n_su[red]v/i,tug[textile]n_imbabbar[gypsum]n,2,textile,7,86
tug[textile]n_imbabbar[gypsum]n,tugguza[textile]n,1,textile,7,86
tugguza[textile]n,tugguza[textile]n_tab[double]v/t,2,textile,7,86
tugguza[textile]n_tab[double]v/t,tugguza[textile]n_dugud[heavy]v/i,2,textile,7,86
tugguza[textile]n_dugud[heavy]v/i,pala[garment]n,0,e,1,NA
pala[garment]n,pala[garment]n,2,garment,7,87
pala[garment]n,pala[garment]n,2,garment,7,87
pala[garment]n,aguhum[clothing]n,0,t,1,NA
aguhum[clothing]n,dakirum[unmng]n,0,ng,2,NA
dakirum[unmng]n,aktum[garment]n,0,ak,2,NA
aktum[garment]n,aktum[garment]n_sag[rare]v/i,2,garment,7,88
aktum[garment]n_sag[rare]v/i,tubatum[garment]n,1,garment,7,88
tubatum[garment]n,tu.ba.tum.ku.za[garment]n,1,garment,7,88
tu.ba.tum.ku.za[garment]n,niŋdara[rag]n,0,r,1,NA
niŋdara[rag]n,niŋuš[bandage]n,0,niŋ,3,89
niŋuš[bandage]n,niŋŋeš[loincloth]n,0,niŋ,3,89
niŋŋeš[loincloth]n,niŋgur[bandage]n,0,niŋ,3,89
niŋgur[bandage]n,niŋ₂.du₈.giš.ga[garment]n,0,niŋ,3,89
niŋ₂.du₈.giš.ga[garment]n,tug[textile]n_niŋba[gift]n,0,niŋ,3,89
tug[textile]n_niŋba[gift]n,niŋla[clothing]n,0,niŋ,3,89
niŋla[clothing]n,barsig[garment]n,0,g,1,NA
barsig[garment]n,barsig[garment]n_gal[big]v/i,2,garment,7,90
barsig[garment]n_gal[big]v/i,barsig[garment]n_huš[reddish]v/i,2,garment,7,90
barsig[garment]n_huš[reddish]v/i,barsig[garment]n_šudum[warp]n,2,garment,7,90
barsig[garment]n_šudum[warp]n,barsigsig[garment]n,1,garment,7,90
barsigsig[garment]n,barsig[garment]n_šu[hand]n_du[spread]v/t,1,garment,7,90
barsig[garment]n_šu[hand]n_du[spread]v/t,tugdua[felt]n,0,du,2,NA
tugdua[felt]n,tugdua[felt]n_ib[hips]n,2,tugdua,6,91
tugdua[felt]n_ib[hips]n,barsig[garment]n_duh[loosen]v/t,0,du,2,NA
barsig[garment]n_duh[loosen]v/t,saŋšu[turban]n_duh[loosen]v/t,2,loosen,6,92
saŋšu[turban]n_duh[loosen]v/t,saŋšu[turban]n,2,turban,6,92
saŋšu[turban]n,guʾe[textile]n,0,t,1,NA
guʾe[textile]n,guʾe[textile]n_dirig[exceed]v/i,2,textile,7,93
guʾe[textile]n_dirig[exceed]v/i,guʾe[textile]n_sissig[green]v/i,2,textile,7,93
guʾe[textile]n_sissig[green]v/i,guʾe[textile]n_gunu[speckled]v/i,2,textile,7,93
guʾe[textile]n_gunu[speckled]v/i,šagadu[belt]n,0,e,1,NA
šagadu[belt]n,šagadu[belt]n_gada[flax]n,2,šagadu,6,94
šagadu[belt]n_gada[flax]n,šagadu[belt]n_šag₄-du[na]na,2,šagadu,6,94
šagadu[belt]n_šag₄-du[na]na,šagadu[belt]n_sed[cold]v/i,2,šagadu,6,94
šagadu[belt]n_sed[cold]v/i,ibbaru[harness]n,0,e,1,NA
ibbaru[harness]n,antadul[cloak]n,0,a,1,NA
antadul[cloak]n,gada[flax]n,0,ad,2,NA
gada[flax]n,gadamah[garment]n,0,gada,4,95
gadamah[garment]n,gada[flax]n_diŋir[deity]n,0,gada,4,95
gada[flax]n_diŋir[deity]n,gada[flax]n_lugal[king]n,2,flax,4,95
gada[flax]n_lugal[king]n,gada[flax]n_andul[shade]n,2,flax,4,95
gada[flax]n_andul[shade]n,gada[flax]n_antadul[cloak]n,2,flax,4,95
gada[flax]n_antadul[cloak]n,gada[flax]n_tuše[unmng]n,2,flax,4,95
gada[flax]n_tuše[unmng]n,gada[flax]n_tuše[unmng]n_diŋir[deity]n,4,unmng,5,95
gada[flax]n_tuše[unmng]n_diŋir[deity]n,tuše[unmng]n_lugal[king]n,2,unmng,5,95
tuše[unmng]n_lugal[king]n,nisaba[1]dn_zamin[lyre]n,0,a,1,NA
